"","month","year","temp","dewp","max","min","sndp","NUM_CRIMES"
"505","Jun",2016,70.1,53.3,84,55,0,822
"506","Jun",2016,68.8,58.4,84,55,0,827
"507","Jun",2016,68.2,58.3,79,61,0,777
"508","Jun",2016,71.2,54.2,82,59,0,792
"509","Jun",2016,63.3,47.9,82,55.9,0,754
"510","Jun",2016,60.7,47.3,70,51.1,0,744
"511","Jun",2016,61,50.9,72,52,0,727
"512","Jun",2016,73.8,63.2,90,53.1,0,765
"513","Jun",2016,82.4,63.1,91,63,0,816
"514","Jun",2016,71.4,49.1,91,62.1,0,852
"515","Jun",2016,67.9,47.8,86,54,0,794
"516","Jun",2016,74.1,58.5,87.1,54,0,835
"517","Jun",2016,78.4,68.2,90,64,0,790
"518","Jun",2016,74.4,62.5,90,66,0,821
"519","Jun",2016,70.8,54.8,84.9,61,0,830
"520","Jun",2016,74.3,51.2,87.1,57.9,0,763
"521","Jun",2016,77.7,56,89.1,57.9,0,811
"522","Jun",2016,83.4,65.5,91.9,78.1,0,857
"523","Jun",2016,75.5,50.7,93,64,0,825
"524","Jun",2016,71.8,58.6,84,64,0,749
"525","Jun",2016,70.3,65.6,78.1,66.2,0,801
"526","Jun",2016,70.9,56.8,82,62.1,0,807
"527","Jun",2016,76.7,61.4,89.1,62.1,0,813
"528","Jun",2016,81.3,68.7,90,64.9,0,775
"529","Jun",2016,79.6,60,90,69.1,0,771
"530","Jun",2016,68.2,53.5,90,63,0,767
"531","Jun",2016,66.8,50.2,81,55,0,804
"532","Jun",2016,69.4,50.6,81,55,0,847
"533","Jul",2016,65.5,47.8,75.9,54,0,756
"534","Jul",2016,68,51.4,77,54,0,782
"535","Jul",2016,70.8,60.1,79,55,0,848
"536","Jul",2016,75.5,64.5,87.1,66,0,895
"537","Jul",2016,77.4,66.9,88,66,0,742
"538","Jul",2016,76.8,68.8,88,66.9,0,790
"539","Jul",2016,75.9,66.7,86,68,0,790
"540","Jul",2016,73.1,58.9,86,64.9,0,729
"541","Jul",2016,72.4,56.5,82,60.1,0,760
"542","Jul",2016,78.3,65.6,90,60.1,0,701
"543","Jul",2016,81.1,69.3,90,69.1,0,780
"544","Jul",2016,77.8,68.9,88,68,0,726
"545","Jul",2016,76,64.1,88,66.9,0,769
"546","Jul",2016,70.8,58.2,88,64,0,846
"547","Jul",2016,67.3,56.1,77,57,0,780
"548","Jul",2016,70.5,59.4,82.9,57,0,789
"549","Jul",2016,78.6,67.1,88,61,0,799
"550","Jul",2016,78.6,62.9,91,68,0,791
"551","Jul",2016,78.8,65.7,91,68,0,825
"552","Jul",2016,81,72.2,91,69.1,0,785
"553","Jul",2016,79.2,70.9,91,72,0,792
"554","Jul",2016,84.6,74.6,91,72,0,814
"555","Jul",2016,78.5,72.6,93,70,0,790
"556","Jul",2016,79,66.4,93,71.1,0,827
"557","Jul",2016,78.9,63.5,89.1,69.1,0,877
"558","Jul",2016,79.3,63.2,89.1,68,0,795
"559","Jul",2016,76.8,67.2,89.1,68,0,774
"560","Jul",2016,73.2,68.8,84,70,0,802
"561","Jul",2016,72.3,65.6,81,70,0,927
"562","Jul",2016,72.7,63.9,81,64.9,0,813
"563","Aug",2016,74.7,64.9,84,64.9,0,882
"564","Aug",2016,77.2,65.7,87.1,64.9,0,793
"565","Aug",2016,79.6,66.1,90,66.9,0,772
"566","Aug",2016,80.7,65.4,91,69.1,0,793
"567","Aug",2016,78.2,67.7,91,70,0,862
"568","Aug",2016,75.7,60.1,86,66,0,828
"569","Aug",2016,74.7,59,87.8,62.1,0,838
"570","Aug",2016,76.9,61,84,72,0,804
"571","Aug",2016,77.7,60.8,88,66.9,0,725
"572","Aug",2016,80.4,65.5,89.1,66.9,0,722
"573","Aug",2016,81.7,68.7,91.9,69.1,0,852
"574","Aug",2016,79.9,72.8,91.9,73,0,746
"575","Aug",2016,77,71.3,82.9,73.4,0,827
"576","Aug",2016,76.7,63.7,87.1,64.9,0,843
"577","Aug",2016,74.5,66.1,87.1,64.9,0,843
"578","Aug",2016,76.5,67.1,88,66.9,0,816
"579","Aug",2016,77,65.6,88,70,0,862
"580","Aug",2016,76.9,69,88,70,0,767
"581","Aug",2016,75.3,66.2,84.9,66,0,793
"582","Aug",2016,74.7,68.4,84,66,0,844
"583","Aug",2016,66.4,55.3,80.1,57.9,0,786
"584","Aug",2016,67.1,52,78.1,55.9,0,728
"585","Aug",2016,70.5,58.1,81,55.9,0,753
"586","Aug",2016,74.9,66.5,84,60.1,0,823
"587","Aug",2016,76.4,69,84.9,70,0,770
"588","Aug",2016,72.4,61.3,84.9,66,0,803
"589","Aug",2016,73.6,67.2,84,66,0,819
"590","Aug",2016,76.9,69.4,84,66.9,0,805
"591","Aug",2016,75.7,69.3,86,70,0,884
"592","Aug",2016,75.6,70.6,86,70,0,755
"593","Aug",2016,72.9,62.5,84,68,0,780
"594","Sep",2016,67.6,55.3,73.9,62.1,0,799
"595","Sep",2016,67.9,56,75.9,55.9,0,830
"596","Sep",2016,69,57.6,80.1,55.9,0,779
"597","Sep",2016,73.2,62.4,87.1,59,0,822
"598","Sep",2016,82.2,71.6,91,62.1,0,761
"599","Sep",2016,82.5,72.4,91,75,0,723
"600","Sep",2016,76.3,70,89.1,71.1,0,795
"601","Sep",2016,73.8,66.4,82,63,0,818
"602","Sep",2016,68.8,59.9,81,63,0,767
"603","Sep",2016,64.7,51.4,75.9,51.1,0,758
"604","Sep",2016,66.5,51.9,79,51.1,0,793
"605","Sep",2016,72.2,58.3,84.9,54,0,786
"606","Sep",2016,69.4,59.2,84.9,64,0,820
"607","Sep",2016,68.2,57.5,78.1,60.1,0,823
"608","Sep",2016,72,60.8,82.9,60.1,0,807
"609","Sep",2016,73.9,62.3,82.9,64.9,0,834
"610","Sep",2016,69.1,54.7,82,57,0,781
"611","Sep",2016,71.4,53.2,88,55.9,0,712
"612","Sep",2016,74.8,54.9,88,55.9,0,792
"613","Sep",2016,70.2,60.9,82.9,66,0,731
"614","Sep",2016,71.4,63.4,81,64,0,831
"615","Sep",2016,71.7,65.4,81,64.9,0,845
"616","Sep",2016,68.5,62.5,73.9,66,0,833
"617","Sep",2016,71.7,62.7,84.9,63,0,809
"618","Sep",2016,65.9,48.1,84.9,57.9,0,764
"619","Sep",2016,60.1,35.5,70,51.1,0,735
"620","Sep",2016,56,45.4,70,50,0,634
"621","Sep",2016,60.7,55.9,64.9,50,0,702
"622","Sep",2016,61.8,58.4,64.9,59,0,772
"623","Oct",2016,61,57.7,64,57,0,862
"624","Oct",2016,59.7,57,64.9,55.9,0,707
"625","Oct",2016,61.9,56.4,66.9,55.9,0,772
"626","Oct",2016,65.2,56.4,75,57,0,743
"627","Oct",2016,68.7,57.7,80.1,60.1,0,805
"628","Oct",2016,65.8,59.7,80.1,57.9,0,754
"629","Oct",2016,65.2,57.4,73.9,55.9,0,863
"630","Oct",2016,52.4,38,70,39.9,0,715
"631","Oct",2016,55.9,45.7,64.9,39.9,0,682
"632","Oct",2016,56,45.4,71.1,45,0,724
"633","Oct",2016,63,49.9,73,45,0,697
"634","Oct",2016,62.3,53.6,68,51.1,0,746
"635","Oct",2016,47.9,36.9,69.1,37.9,0,693
"636","Oct",2016,50.2,39.9,66,37.9,0,821
"637","Oct",2016,58,52.6,69.1,37.9,0,823
"638","Oct",2016,68.5,62.7,72,53.1,0,790
"639","Oct",2016,71.8,64.5,82,64.9,0,817
"640","Oct",2016,73.9,58.8,82,63,0,774
"641","Oct",2016,60.4,46,75.9,48.9,0,712
"642","Oct",2016,54.8,47.2,71.1,48.9,0,717
"643","Oct",2016,47.7,33.9,55.9,43,0,760
"644","Oct",2016,46.6,32.2,60.1,37,0,773
"645","Oct",2016,55,43.7,73,37,0,785
"646","Oct",2016,53.7,40.3,73,41,0,770
"647","Oct",2016,46,36.8,59,36,0,736
"648","Oct",2016,47.8,42.1,54,36,0,699
"649","Oct",2016,47.6,42.6,51.1,44.1,0,730
"650","Oct",2016,48.9,43.4,62.1,37.9,0,802
"651","Oct",2016,65.8,58.1,70,59,0,831
"652","Oct",2016,54.5,49.3,71.1,50,0,786
"653","Oct",2016,47.9,41.4,57.9,37.9,0,867
"654","Nov",2016,65.3,55.7,75,41,0,910
"655","Nov",2016,62.3,57.5,75,57,0,749
"656","Nov",2016,56,50.5,66.9,48,0,783
"657","Nov",2016,52.8,44.1,66.9,39.9,0,783
"658","Nov",2016,54.7,44.3,68,43,0,821
"659","Nov",2016,56.1,46.5,69.1,42.1,0,753
"660","Nov",2016,53.8,42.7,69.1,42.1,0,738
"661","Nov",2016,55.7,45.4,66,43,0,644
"662","Nov",2016,49.5,35.4,63,41,0,680
"663","Nov",2016,49.4,33.8,63,41,0,723
"664","Nov",2016,49.4,36.1,57,43,0,797
"665","Nov",2016,41.8,31.4,52,30.9,0,780
"666","Nov",2016,44.6,30.4,55.9,31.1,0,660
"667","Nov",2016,48.4,35.5,60.1,35.1,0,670
"668","Nov",2016,46,42.3,60.1,37.9,0,712
"669","Nov",2016,48.1,41.7,60.1,37.9,0,770
"670","Nov",2016,54.6,45.8,72,39,0,811
"671","Nov",2016,62,49.2,72,44.1,0,794
"672","Nov",2016,37.9,24.8,48,34,0,677
"673","Nov",2016,29.2,15.9,39,23,0,663
"674","Nov",2016,30.1,17.2,41,21.9,0,683
"675","Nov",2016,32.8,25.5,41,21.9,0,722
"676","Nov",2016,39.8,35.6,43,24.3,0,699
"677","Nov",2016,40.3,36.5,44.6,37,0,534
"678","Nov",2016,37.3,32.6,43,35.1,0,689
"679","Nov",2016,37.8,32.2,46.9,30.9,0,719
"680","Nov",2016,37.8,35,46.9,31.1,0,693
"681","Nov",2016,44.1,40.5,50,32,0,693
"682","Nov",2016,49.7,42.7,57,41,0,698
"683","Nov",2016,40.8,34.8,57,34,0,697
"684","Dec",2016,37.5,31.8,45,34,0,822
"685","Dec",2016,37.4,30,41,35.1,0,835
"686","Dec",2016,33.3,23.2,39.9,30,0,758
"687","Dec",2016,31.5,26.8,34,28.9,5.9,595
"688","Dec",2016,31.9,30.2,33.8,26.6,3.1,678
"689","Dec",2016,32.9,30.3,41,25,2,688
"690","Dec",2016,26.2,18.3,41,24.1,2,660
"691","Dec",2016,21.3,12.7,27,17.1,0,606
"692","Dec",2016,22.9,15.3,25,19,0,668
"693","Dec",2016,20.1,12.5,25,18,0,612
"694","Dec",2016,25.2,21,33.8,14,5.1,629
"695","Dec",2016,15,7,32,7,5.1,574
"696","Dec",2016,9.6,-0.3,21.9,1.9,3.9,610
"697","Dec",2016,3.9,-6.7,19,-2,3.9,580
"698","Dec",2016,11.7,2.5,19,0,3.9,695
"699","Dec",2016,20.4,16.3,21.9,7,5.1,614
"700","Dec",2016,11.3,4.4,21.9,-2,5.9,526
"701","Dec",2016,-0.6,-10.3,18,-13,5.9,660
"702","Dec",2016,19.6,7.6,28,12.9,5.9,693
"703","Dec",2016,26,18.7,34,14,5.1,728
"704","Dec",2016,34.1,25.7,37,19,3.9,702
"705","Dec",2016,30.6,25.2,37,24.1,3.1,728
"706","Dec",2016,34.9,31.3,37.9,27.1,2,604
"707","Dec",2016,45.1,39.2,54,32,1.2,647
"708","Dec",2016,28,18.5,37.9,25,0,663
"709","Dec",2016,29.6,22,45,19,0,722
"710","Dec",2016,33.6,25.3,45,19.2,0,647
"711","Dec",2016,29.3,17.1,35.1,24.1,0,742
"712","Dec",2016,35.5,21.4,39.9,24.1,0,704
"713","Jan",2017,34,27.9,39.9,17.1,0,613
"714","Jan",2017,38.2,36.9,39.9,25.2,0,718
"715","Jan",2017,18.2,9,39,9,0,612
"716","Jan",2017,9.3,-1.5,19,6.1,0,611
"717","Jan",2017,4.4,-6.4,12.9,0,0,601
"718","Jan",2017,6.5,-4.8,18,0,0,618
"719","Jan",2017,9.2,-4.2,18,0,0,591
"720","Jan",2017,21.5,10.5,28,3,0,713
"721","Jan",2017,37.5,32.2,51.8,27,0,705
"722","Jan",2017,31.6,26.3,51.1,25,0,663
"723","Jan",2017,26.1,23.2,43,21,0,644
"724","Jan",2017,19.9,9.7,28,16,0,800
"725","Jan",2017,28.9,19.3,35.1,16,0,685
"726","Jan",2017,26,17.5,36,19.9,0,656
"727","Jan",2017,32.6,28.2,36,19.9,0,652
"728","Jan",2017,37.2,36.2,39,30.2,0,705
"729","Jan",2017,34.7,32.9,39,33.1,0,707
"730","Jan",2017,35.8,33.4,42.8,30,0,738
"731","Jan",2017,39,37.6,42.1,30.2,0,783
"732","Jan",2017,48.2,44.3,59,37.9,0,786
"733","Jan",2017,42.8,39.6,59,37.9,0,742
"734","Jan",2017,39.4,36.1,46,37,0,789
"735","Jan",2017,36.6,32.7,42.1,34,0,736
"736","Jan",2017,37.2,34.3,42.1,35.1,0,748
"737","Jan",2017,33.2,29.6,42.1,30,0,675
"738","Jan",2017,27.8,20.6,34,24.1,0,784
"739","Jan",2017,26.7,20.2,30.9,24.1,0,731
"740","Jan",2017,26.8,16.5,28.9,24.1,0,634
"741","Jan",2017,22.1,9.7,30,15.1,0,756
"742","Jan",2017,36,29.3,39,15.1,0,734
"743","Feb",2017,34.6,25.7,39,30,0,847
"744","Feb",2017,20.6,6.9,37.9,14,0,671
"745","Feb",2017,19.1,3.5,28,14,0,670
"746","Feb",2017,21.6,5.5,33.1,10,0,638
"747","Feb",2017,32.7,17.2,37.9,12,0,695
"748","Feb",2017,33.5,26.3,55,21,0,762
"749","Feb",2017,43.8,43.1,50,41,0,693
"750","Feb",2017,30.7,23.1,50,25,0,666
"751","Feb",2017,19,4.2,32,12.9,0,668
"752","Feb",2017,25.7,13.5,39.9,12.9,0,745
"753","Feb",2017,40.9,33.2,48.9,34,0,704
"754","Feb",2017,39.3,28.8,48.9,34,0,678
"755","Feb",2017,34.6,19.9,46.9,25,0,718
"756","Feb",2017,39.7,26.4,50,25.2,0,713
"757","Feb",2017,33.2,17.2,50,26.1,0,673
"758","Feb",2017,33.4,12.8,41,27,0,671
"759","Feb",2017,43.2,28.4,66.9,27,0,832
"760","Feb",2017,57.5,35.4,70,44.1,0,748
"761","Feb",2017,51.1,33.6,70,35.1,0,674
"762","Feb",2017,53,39.8,70,35.1,0,711
"763","Feb",2017,60.1,49.8,70,41,0,679
"764","Feb",2017,57.7,51.9,68,48.9,0,703
"765","Feb",2017,51.6,44.2,68,37.9,0,655
"766","Feb",2017,39.4,36.7,39.9,37.9,0,660
"767","Feb",2017,29.3,21.6,39.9,23,0,599
"768","Feb",2017,32.3,17.2,48.9,21,0,576
"769","Feb",2017,41.1,27.7,54,21.2,0,633
"770","Feb",2017,51.3,44.6,60.1,45,0,631
"771","Mar",2017,47.1,43.8,60.1,32,0,741
"772","Mar",2017,32,20.8,34,28.9,0,629
"773","Mar",2017,27.5,7.5,35.1,21,0,673
"774","Mar",2017,33.2,22.3,42.1,21.9,0,633
"775","Mar",2017,41.4,28.8,60.1,28.2,0,662
"776","Mar",2017,54.8,46.9,61,52,0,683
"777","Mar",2017,55.1,40.9,64.9,44.1,0,682
"778","Mar",2017,46.3,20.1,64.9,41,0,667
"779","Mar",2017,39,19.4,53.1,28.9,0,676
"780","Mar",2017,31.8,7.7,42.1,26.1,0,666
"781","Mar",2017,24,-5,37,18,0,659
"782","Mar",2017,26.5,3,36,18,0,553
"783","Mar",2017,29.5,22.1,36,18,2,541
"784","Mar",2017,23.5,7,33.1,16,2,607
"785","Mar",2017,29,10.9,42.1,16,1.2,668
"786","Mar",2017,38.2,30.1,50,19.2,1.2,709
"787","Mar",2017,42.3,32,50,36,0,674
"788","Mar",2017,40.8,29.5,53.1,28.9,0,605
"789","Mar",2017,48.6,38.3,54,29.1,0,696
"790","Mar",2017,43.7,29,54,35.1,0,650
"791","Mar",2017,33.5,19.3,37.9,28.9,0,647
"792","Mar",2017,36.8,20.4,50,28,0,666
"793","Mar",2017,58.3,39.3,82,29.1,0,779
"794","Mar",2017,42.7,37.9,46,41,0,695
"795","Mar",2017,51.3,47.2,62.1,41,0,702
"796","Mar",2017,50.4,46.8,62.1,45,0,722
"797","Mar",2017,43.8,36.6,52,41,0,673
"798","Mar",2017,40.9,34.7,50,35.1,0,669
"799","Mar",2017,43.3,39.1,48.9,35.1,0,691
"800","Mar",2017,39.3,35.8,45,37,0,777
"801","Apr",2017,44.6,26.3,59,34,0,831
"802","Apr",2017,49.7,27.1,61,34,0,690
"803","Apr",2017,50.4,39.7,61,42.1,0,697
"804","Apr",2017,48.9,43.3,55.9,46,0,712
"805","Apr",2017,44.8,39.3,55.9,39.9,0,633
"806","Apr",2017,42.9,33.8,50,37.4,0,668
"807","Apr",2017,43.8,22.4,54,37,0,705
"808","Apr",2017,49.9,27.1,68,37,0,696
"809","Apr",2017,64.1,44.1,75.9,57,0,761
"810","Apr",2017,68.8,53.2,78.1,46.9,0,683
"811","Apr",2017,46.8,39.6,53.1,42.1,0,703
"812","Apr",2017,47.7,35.7,59,36,0,726
"813","Apr",2017,49.7,33.7,59,42.1,0,665
"814","Apr",2017,54.1,41.1,66,46.9,0,773
"815","Apr",2017,69.7,54.7,82,46.9,0,817
"816","Apr",2017,68.1,52.5,82,59,0,687
"817","Apr",2017,58.8,35.5,73,44.1,0,752
"818","Apr",2017,55.4,39.2,75.9,41,0,735
"819","Apr",2017,64.7,52.7,75.9,41,0,758
"820","Apr",2017,56.5,46.6,73,45,0,713
"821","Apr",2017,50.4,35.4,57.9,44.1,0,815
"822","Apr",2017,49.7,29.8,60.1,42.1,0,701
"823","Apr",2017,54.5,26.3,72,37,0,703
"824","Apr",2017,55.3,34.4,73,37,0,736
"825","Apr",2017,63.7,43.5,79,39.9,0,757
"826","Apr",2017,69.5,54.1,79,52,0,758
"827","Apr",2017,54.3,48.3,73.9,44.1,0,716
"828","Apr",2017,48.4,38.2,62.1,39.9,0,832
"829","Apr",2017,45.5,36.9,55,39.2,0,616
"830","Apr",2017,43.6,41.3,46.9,39.9,0,657
"831","May",2017,49.6,43.5,57,43,0,863
"832","May",2017,45.8,37.8,57,41,0,689
"833","May",2017,47.6,33.4,55.9,35.1,0,739
"834","May",2017,48.7,34.5,55.9,35.1,0,741
"835","May",2017,49.1,37.3,61,41,0,799
"836","May",2017,51,36.2,61,41,0,713
"837","May",2017,48.3,24.6,59,36,0,630
"838","May",2017,46.1,25.8,59,34,0,705
"839","May",2017,48.1,33.2,61,34,0,707
"840","May",2017,55,38.7,66.9,42.1,0,663
"841","May",2017,54.8,46.7,66.9,44.1,0,737
"842","May",2017,58.6,41.2,73,45,0,849
"843","May",2017,62.1,44,82,45,0,724
"844","May",2017,62.4,43.9,82,46.9,0,712
"845","May",2017,62.5,42.9,82,50,0,871
"846","May",2017,74.1,57.7,87.1,50,0,748
"847","May",2017,78.3,58.2,87.1,61,0,835
"848","May",2017,74,57.7,84,62.1,0,775
"849","May",2017,48,40.7,73.9,43,0,776
"850","May",2017,51.4,44.6,64,43,0,664
"851","May",2017,60.8,52.9,64.9,48,0,791
"852","May",2017,57.5,42.6,73,48,0,795
"853","May",2017,60.7,53.3,73,48,0,739
"854","May",2017,56.9,51.7,62.1,53.1,0,762
"855","May",2017,58.8,50.7,69.1,53.1,0,763
"856","May",2017,60.2,51.4,71.1,52,0,767
"857","May",2017,61.7,52.8,78.1,52,0,800
"858","May",2017,67.6,55,78.1,52,0,705
"859","May",2017,68.7,46.6,77,55.9,0,768
"860","May",2017,64.2,44.3,77,54,0,814
"861","May",2017,63.8,43.5,73.9,52,0,739
"862","Jun",2017,66.4,40.6,81,51.1,0,895
"863","Jun",2017,70.5,41.5,86,51.1,0,841
"864","Jun",2017,73.4,48.6,86,53.1,0,823
"865","Jun",2017,80.1,58.5,91.9,57,0,820
"866","Jun",2017,70,55.7,91.9,62.1,0,737
"867","Jun",2017,64.5,44.5,75.9,54,0,826
"868","Jun",2017,66.7,43.7,77,54,0,787
"869","Jun",2017,69.1,42.9,82.9,53.1,0,769
"870","Jun",2017,74.3,52.7,87.1,53.1,0,816
"871","Jun",2017,75.6,53.9,90,64,0,785
"872","Jun",2017,81.8,55.9,93,64,0,813
"873","Jun",2017,85,60.5,95,73,0,742
"874","Jun",2017,79.9,62.5,95,68,0,808
"875","Jun",2017,77.3,64.4,91.9,68,0,769
"876","Jun",2017,76.2,64.4,91.9,68,0,823
"877","Jun",2017,76.8,59.9,91,66.9,0,835
"878","Jun",2017,78,66.7,87.1,66.9,0,827
"879","Jun",2017,74.4,63.6,87.1,69.1,0,786
"880","Jun",2017,70.2,54.4,80.1,63,0,745
"881","Jun",2017,67.2,52.8,80.1,57.9,0,802
"882","Jun",2017,67.7,53.1,80.1,55,0,786
"883","Jun",2017,78.5,63.5,88,55,0,818
"884","Jun",2017,76.9,62.2,88,66.9,0,778
"885","Jun",2017,69.6,51.5,82.9,61,0,819
"886","Jun",2017,64,46.6,75,54,0,796
"887","Jun",2017,64,46.1,75,54,0,787
"888","Jun",2017,64.6,44.4,78.1,50,0,772
"889","Jun",2017,67.6,50.8,80.1,50,0,707
"890","Jun",2017,74.4,63.8,81,57.9,0,776
"891","Jun",2017,73,65.3,84,64,0,778
"892","Jul",2017,75.1,60.1,84,66,0,934
"893","Jul",2017,74.4,56.3,89.1,62.1,0,780
"894","Jul",2017,73,62.2,89.1,62.1,0,864
"895","Jul",2017,72.3,61.2,82.9,64,0,796
"896","Jul",2017,76.2,61.3,89.1,64,0,859
"897","Jul",2017,80.7,64,93,64.9,0,781
"898","Jul",2017,80.9,66,93,69.1,0,758
"899","Jul",2017,70.5,55.3,89.1,62.1,0,759
"900","Jul",2017,73.4,51.8,86,62.1,0,823
"901","Jul",2017,77,66.1,86,63,0,779
"902","Jul",2017,76.4,68.3,84.9,66.9,0,769
"903","Jul",2017,75.4,70,84.9,68,0,691
"904","Jul",2017,78.2,69.2,82.9,72,0,820
"905","Jul",2017,70.9,59.7,82.9,64.9,0,798
"906","Jul",2017,69.7,58.2,81,60.1,0,889
"907","Jul",2017,71.8,61.5,81,60.1,0,812
"908","Jul",2017,67.4,56.2,79,55.9,0,847
"909","Jul",2017,73.7,59.2,89.1,55.9,0,792
"910","Jul",2017,80.5,68.1,89.1,60.1,0,769
"911","Jul",2017,76.7,69,88,69.1,0,761
"912","Jul",2017,79.7,69.7,89.1,70,0,758
"913","Jul",2017,77.4,69.7,89.1,72,0,755
"914","Jul",2017,78.8,67.5,90,70,0,842
"915","Jul",2017,70.6,60.1,73,66,0,782
"916","Jul",2017,71.2,57.7,82,61,0,850
"917","Jul",2017,74.9,62.1,84.9,64.9,0,752
"918","Jul",2017,77.9,68,84.9,64.9,0,790
"919","Jul",2017,73.6,60.1,82,69.1,0,851
"920","Jul",2017,72,53.6,79,64,0,800
"921","Jul",2017,73.3,57.5,84,62.1,0,818
"922","Jul",2017,75.7,57.2,86,62.1,0,794
"923","Aug",2017,76.7,63,87.1,66,0,774
"924","Aug",2017,74.7,66.6,87.1,66,0,849
"925","Aug",2017,63.1,54,84,55.9,0,924
"926","Aug",2017,67.7,53.3,80.1,55.9,0,928
"927","Aug",2017,70.7,56.7,80.1,60.1,0,865
"928","Aug",2017,69.5,57,77,63,0,773
"929","Aug",2017,70.2,50.4,84,57.9,0,768
"930","Aug",2017,72.9,55.9,84,57.9,0,769
"931","Aug",2017,73.8,57.8,84,61,0,790
"932","Aug",2017,71.3,61,84,62.1,0,765
"933","Aug",2017,68.4,56.4,78.1,60.1,0,813
"934","Aug",2017,68.8,53.3,80.1,57,0,730
"935","Aug",2017,72.4,56.9,82.9,57,0,815
"936","Aug",2017,75.4,63.8,84,62.1,0,795
"937","Aug",2017,75,64.2,88,66.9,0,795
"938","Aug",2017,77.3,68.8,88,66.9,0,768
"939","Aug",2017,74.2,61.3,82,66.9,0,859
"940","Aug",2017,74.2,58,86,63,0,892
"941","Aug",2017,75.1,59.5,90,63,0,776
"942","Aug",2017,78.1,68.7,90,63,0,754
"943","Aug",2017,75.9,63.6,87.1,71.1,0,780
"944","Aug",2017,69.6,49.6,82,60.1,0,747
"945","Aug",2017,66.7,53.2,79,60.1,0,801
"946","Aug",2017,63.6,47.9,75,52,0,772
"947","Aug",2017,66.9,50.2,78.1,52,0,779
"948","Aug",2017,68.4,54.8,78.1,55.9,0,756
"949","Aug",2017,69.8,60.1,80.1,62.1,0,688
"950","Aug",2017,67.7,62.2,80.1,61,0,724
"951","Aug",2017,70.3,58.5,82,60.1,0,788
"952","Aug",2017,69.3,56.8,82,60.1,0,736
"953","Sep",2017,64.2,49.1,73,57.9,0,920
"954","Sep",2017,62.3,46,75,50,0,772
"955","Sep",2017,68.1,54.6,84,50,0,757
"956","Sep",2017,73.3,56.8,84,57,0,716
"957","Sep",2017,63.2,48.4,82,54,0,704
"958","Sep",2017,57.8,43.9,70,48.9,0,648
"959","Sep",2017,59.8,45.3,71.1,48.9,0,728
"960","Sep",2017,62.4,49.1,71.1,52,0,702
"961","Sep",2017,63.5,47.7,72,55.9,0,736
"962","Sep",2017,60.8,45.7,72,50,0,739
"963","Sep",2017,62.2,47.9,75,50,0,691
"964","Sep",2017,65,51.8,77,52,0,726
"965","Sep",2017,65.8,57.5,77,54,0,706
"966","Sep",2017,68.4,60.5,81,57.9,0,734
"967","Sep",2017,73.4,59.4,87.1,59,0,808
"968","Sep",2017,76.9,60.3,88,62.1,0,826
"969","Sep",2017,76.6,61.8,88,64.9,0,812
"970","Sep",2017,67.7,54.3,86,57.9,0,772
"971","Sep",2017,69.9,62.1,79,57.9,0,708
"972","Sep",2017,74.8,63.9,91.9,62.1,0,827
"973","Sep",2017,83.4,65.4,93.9,62.1,0,807
"974","Sep",2017,83.7,66.4,93.9,71.1,0,798
"975","Sep",2017,82.7,64.7,95,71.1,0,830
"976","Sep",2017,81.1,62.8,95,70,0,811
"977","Sep",2017,79.4,58.2,93,66.9,0,821
"978","Sep",2017,80,58.5,91.9,66.9,0,749
"979","Sep",2017,69.9,53.9,91.9,63,0,726
"980","Sep",2017,62,43.5,73.9,53.1,0,717
"981","Sep",2017,64.1,45.3,73.9,60.1,0,810
"982","Sep",2017,61.1,43.7,70,55.9,0,745
"983","Oct",2017,59.1,40.5,72,48,0,852
"984","Oct",2017,69.3,47.2,82.9,48,0,752
"985","Oct",2017,72.8,57.1,82.9,57.9,0,738
"986","Oct",2017,71.4,61,78.1,64.9,0,742
"987","Oct",2017,64.6,47.9,77,54,0,747
"988","Oct",2017,64.2,59,77,54,0,748
"989","Oct",2017,69.5,61.1,79,60.1,0,712
"990","Oct",2017,64.6,53.3,79,54,0,718
"991","Oct",2017,66.1,51.6,81,52,0,746
"992","Oct",2017,61.6,54.1,64.9,57.9,0,703
"993","Oct",2017,58.8,55.8,63,57,0,617
"994","Oct",2017,57.8,53.1,62.1,55.9,0,765
"995","Oct",2017,61.4,54.1,73,55,0,768
"996","Oct",2017,63.6,59.5,73,55,0,647
"997","Oct",2017,60.2,53.7,68,51.8,0,639
"998","Oct",2017,51.7,39,68,43,0,763
"999","Oct",2017,57,38.8,70,43,0,719
"1000","Oct",2017,59.4,41.3,71.1,46.9,0,774
"1001","Oct",2017,61.4,37,71.1,46.9,0,773
"1002","Oct",2017,61.4,44.1,78.1,51.1,0,849
"1003","Oct",2017,67.5,51,78.1,51.1,0,814
"1004","Oct",2017,65.6,56.1,72,51.8,0,739
"1005","Oct",2017,52.3,49,54,51.1,0,740
"1006","Oct",2017,48.4,43.6,54,46,0,689
"1007","Oct",2017,44.1,32.5,53.1,37.9,0,714
"1008","Oct",2017,46.5,36.4,60.1,36,0,754
"1009","Oct",2017,45,32.9,60.1,36,0,819
"1010","Oct",2017,38.5,29.9,53.1,36,0,717
"1011","Oct",2017,39.9,26.6,46,33.1,0,696
"1012","Oct",2017,44.8,29.6,50,34,0,708
"1013","Oct",2017,37.8,21.9,50,34,0,757
