"","month","year","temp","dewp","max","min","NUM_CRIMES"
"617",9,2016,71.7,62.7,84.9,63,809
"618",9,2016,65.9,48.1,84.9,57.9,764
"619",9,2016,60.1,35.5,70,51.1,735
"620",9,2016,56,45.4,70,50,634
"621",9,2016,60.7,55.9,64.9,50,702
"622",9,2016,61.8,58.4,64.9,59,772
"623",10,2016,61,57.7,64,57,862
"624",10,2016,59.7,57,64.9,55.9,707
"625",10,2016,61.9,56.4,66.9,55.9,772
"626",10,2016,65.2,56.4,75,57,743
"627",10,2016,68.7,57.7,80.1,60.1,805
"628",10,2016,65.8,59.7,80.1,57.9,754
"629",10,2016,65.2,57.4,73.9,55.9,863
"630",10,2016,52.4,38,70,39.9,715
"631",10,2016,55.9,45.7,64.9,39.9,682
"632",10,2016,56,45.4,71.1,45,724
"633",10,2016,63,49.9,73,45,697
"634",10,2016,62.3,53.6,68,51.1,746
"635",10,2016,47.9,36.9,69.1,37.9,693
"636",10,2016,50.2,39.9,66,37.9,821
"637",10,2016,58,52.6,69.1,37.9,823
"638",10,2016,68.5,62.7,72,53.1,790
"639",10,2016,71.8,64.5,82,64.9,817
"640",10,2016,73.9,58.8,82,63,774
"641",10,2016,60.4,46,75.9,48.9,712
"642",10,2016,54.8,47.2,71.1,48.9,717
"643",10,2016,47.7,33.9,55.9,43,760
"644",10,2016,46.6,32.2,60.1,37,773
"645",10,2016,55,43.7,73,37,785
"646",10,2016,53.7,40.3,73,41,770
"647",10,2016,46,36.8,59,36,736
"648",10,2016,47.8,42.1,54,36,699
"649",10,2016,47.6,42.6,51.1,44.1,730
"650",10,2016,48.9,43.4,62.1,37.9,802
"651",10,2016,65.8,58.1,70,59,831
"652",10,2016,54.5,49.3,71.1,50,786
"653",10,2016,47.9,41.4,57.9,37.9,867
"654",11,2016,65.3,55.7,75,41,910
"655",11,2016,62.3,57.5,75,57,749
"656",11,2016,56,50.5,66.9,48,783
"657",11,2016,52.8,44.1,66.9,39.9,783
"658",11,2016,54.7,44.3,68,43,821
"659",11,2016,56.1,46.5,69.1,42.1,753
"660",11,2016,53.8,42.7,69.1,42.1,738
"661",11,2016,55.7,45.4,66,43,644
"662",11,2016,49.5,35.4,63,41,680
"663",11,2016,49.4,33.8,63,41,723
"664",11,2016,49.4,36.1,57,43,797
"665",11,2016,41.8,31.4,52,30.9,780
"666",11,2016,44.6,30.4,55.9,31.1,660
"667",11,2016,48.4,35.5,60.1,35.1,670
"668",11,2016,46,42.3,60.1,37.9,712
"669",11,2016,48.1,41.7,60.1,37.9,770
"670",11,2016,54.6,45.8,72,39,811
"671",11,2016,62,49.2,72,44.1,794
"672",11,2016,37.9,24.8,48,34,677
"673",11,2016,29.2,15.9,39,23,663
"674",11,2016,30.1,17.2,41,21.9,683
"675",11,2016,32.8,25.5,41,21.9,722
"676",11,2016,39.8,35.6,43,24.3,699
"677",11,2016,40.3,36.5,44.6,37,534
"678",11,2016,37.3,32.6,43,35.1,689
"679",11,2016,37.8,32.2,46.9,30.9,719
"680",11,2016,37.8,35,46.9,31.1,693
"681",11,2016,44.1,40.5,50,32,693
"682",11,2016,49.7,42.7,57,41,698
"683",11,2016,40.8,34.8,57,34,697
"684",12,2016,37.5,31.8,45,34,822
"685",12,2016,37.4,30,41,35.1,835
"686",12,2016,33.3,23.2,39.9,30,758
"687",12,2016,31.5,26.8,34,28.9,595
"688",12,2016,31.9,30.2,33.8,26.6,678
"689",12,2016,32.9,30.3,41,25,688
"690",12,2016,26.2,18.3,41,24.1,660
"691",12,2016,21.3,12.7,27,17.1,606
"692",12,2016,22.9,15.3,25,19,668
"693",12,2016,20.1,12.5,25,18,612
"694",12,2016,25.2,21,33.8,14,629
"695",12,2016,15,7,32,7,574
"696",12,2016,9.6,-0.3,21.9,1.9,610
"697",12,2016,3.9,-6.7,19,-2,580
"698",12,2016,11.7,2.5,19,0,695
"699",12,2016,20.4,16.3,21.9,7,614
"700",12,2016,11.3,4.4,21.9,-2,526
"701",12,2016,-0.6,-10.3,18,-13,660
"702",12,2016,19.6,7.6,28,12.9,693
"703",12,2016,26,18.7,34,14,728
"704",12,2016,34.1,25.7,37,19,702
"705",12,2016,30.6,25.2,37,24.1,728
"706",12,2016,34.9,31.3,37.9,27.1,604
"707",12,2016,45.1,39.2,54,32,647
"708",12,2016,28,18.5,37.9,25,663
"709",12,2016,29.6,22,45,19,722
"710",12,2016,33.6,25.3,45,19.2,647
"711",12,2016,29.3,17.1,35.1,24.1,742
"712",12,2016,35.5,21.4,39.9,24.1,704
"713",1,2017,34,27.9,39.9,17.1,613
"714",1,2017,38.2,36.9,39.9,25.2,718
"715",1,2017,18.2,9,39,9,612
"716",1,2017,9.3,-1.5,19,6.1,611
"717",1,2017,4.4,-6.4,12.9,0,601
"718",1,2017,6.5,-4.8,18,0,618
"719",1,2017,9.2,-4.2,18,0,591
"720",1,2017,21.5,10.5,28,3,713
"721",1,2017,37.5,32.2,51.8,27,705
"722",1,2017,31.6,26.3,51.1,25,663
"723",1,2017,26.1,23.2,43,21,644
"724",1,2017,19.9,9.7,28,16,800
"725",1,2017,28.9,19.3,35.1,16,685
"726",1,2017,26,17.5,36,19.9,656
"727",1,2017,32.6,28.2,36,19.9,652
"728",1,2017,37.2,36.2,39,30.2,705
"729",1,2017,34.7,32.9,39,33.1,707
"730",1,2017,35.8,33.4,42.8,30,738
"731",1,2017,39,37.6,42.1,30.2,783
"732",1,2017,48.2,44.3,59,37.9,786
"733",1,2017,42.8,39.6,59,37.9,742
"734",1,2017,39.4,36.1,46,37,789
"735",1,2017,36.6,32.7,42.1,34,736
"736",1,2017,37.2,34.3,42.1,35.1,748
"737",1,2017,33.2,29.6,42.1,30,675
"738",1,2017,27.8,20.6,34,24.1,784
"739",1,2017,26.7,20.2,30.9,24.1,731
"740",1,2017,26.8,16.5,28.9,24.1,634
"741",1,2017,22.1,9.7,30,15.1,756
"742",1,2017,36,29.3,39,15.1,734
"743",2,2017,34.6,25.7,39,30,847
"744",2,2017,20.6,6.9,37.9,14,671
"745",2,2017,19.1,3.5,28,14,670
"746",2,2017,21.6,5.5,33.1,10,638
"747",2,2017,32.7,17.2,37.9,12,695
"748",2,2017,33.5,26.3,55,21,762
"749",2,2017,43.8,43.1,50,41,693
"750",2,2017,30.7,23.1,50,25,666
"751",2,2017,19,4.2,32,12.9,668
"752",2,2017,25.7,13.5,39.9,12.9,745
"753",2,2017,40.9,33.2,48.9,34,704
"754",2,2017,39.3,28.8,48.9,34,678
"755",2,2017,34.6,19.9,46.9,25,718
"756",2,2017,39.7,26.4,50,25.2,713
"757",2,2017,33.2,17.2,50,26.1,673
"758",2,2017,33.4,12.8,41,27,671
"759",2,2017,43.2,28.4,66.9,27,832
"760",2,2017,57.5,35.4,70,44.1,748
"761",2,2017,51.1,33.6,70,35.1,674
"762",2,2017,53,39.8,70,35.1,711
"763",2,2017,60.1,49.8,70,41,679
"764",2,2017,57.7,51.9,68,48.9,703
"765",2,2017,51.6,44.2,68,37.9,655
"766",2,2017,39.4,36.7,39.9,37.9,660
"767",2,2017,29.3,21.6,39.9,23,599
"768",2,2017,32.3,17.2,48.9,21,576
"769",2,2017,41.1,27.7,54,21.2,633
"770",2,2017,51.3,44.6,60.1,45,631
"771",3,2017,47.1,43.8,60.1,32,741
"772",3,2017,32,20.8,34,28.9,629
"773",3,2017,27.5,7.5,35.1,21,673
"774",3,2017,33.2,22.3,42.1,21.9,633
"775",3,2017,41.4,28.8,60.1,28.2,662
"776",3,2017,54.8,46.9,61,52,683
"777",3,2017,55.1,40.9,64.9,44.1,682
"778",3,2017,46.3,20.1,64.9,41,667
"779",3,2017,39,19.4,53.1,28.9,676
"780",3,2017,31.8,7.7,42.1,26.1,666
"781",3,2017,24,-5,37,18,659
"782",3,2017,26.5,3,36,18,553
"783",3,2017,29.5,22.1,36,18,541
"784",3,2017,23.5,7,33.1,16,607
"785",3,2017,29,10.9,42.1,16,668
"786",3,2017,38.2,30.1,50,19.2,709
"787",3,2017,42.3,32,50,36,674
"788",3,2017,40.8,29.5,53.1,28.9,605
"789",3,2017,48.6,38.3,54,29.1,696
"790",3,2017,43.7,29,54,35.1,650
"791",3,2017,33.5,19.3,37.9,28.9,647
"792",3,2017,36.8,20.4,50,28,666
"793",3,2017,58.3,39.3,82,29.1,779
"794",3,2017,42.7,37.9,46,41,695
"795",3,2017,51.3,47.2,62.1,41,702
"796",3,2017,50.4,46.8,62.1,45,722
"797",3,2017,43.8,36.6,52,41,673
"798",3,2017,40.9,34.7,50,35.1,669
"799",3,2017,43.3,39.1,48.9,35.1,691
"800",3,2017,39.3,35.8,45,37,777
"801",4,2017,44.6,26.3,59,34,831
"802",4,2017,49.7,27.1,61,34,690
"803",4,2017,50.4,39.7,61,42.1,697
"804",4,2017,48.9,43.3,55.9,46,712
"805",4,2017,44.8,39.3,55.9,39.9,633
"806",4,2017,42.9,33.8,50,37.4,668
"807",4,2017,43.8,22.4,54,37,705
"808",4,2017,49.9,27.1,68,37,696
"809",4,2017,64.1,44.1,75.9,57,761
"810",4,2017,68.8,53.2,78.1,46.9,683
"811",4,2017,46.8,39.6,53.1,42.1,703
"812",4,2017,47.7,35.7,59,36,726
"813",4,2017,49.7,33.7,59,42.1,665
"814",4,2017,54.1,41.1,66,46.9,773
"815",4,2017,69.7,54.7,82,46.9,817
"816",4,2017,68.1,52.5,82,59,687
"817",4,2017,58.8,35.5,73,44.1,752
"818",4,2017,55.4,39.2,75.9,41,735
"819",4,2017,64.7,52.7,75.9,41,758
"820",4,2017,56.5,46.6,73,45,713
"821",4,2017,50.4,35.4,57.9,44.1,815
"822",4,2017,49.7,29.8,60.1,42.1,701
"823",4,2017,54.5,26.3,72,37,703
"824",4,2017,55.3,34.4,73,37,736
"825",4,2017,63.7,43.5,79,39.9,757
"826",4,2017,69.5,54.1,79,52,758
"827",4,2017,54.3,48.3,73.9,44.1,716
"828",4,2017,48.4,38.2,62.1,39.9,832
"829",4,2017,45.5,36.9,55,39.2,616
"830",4,2017,43.6,41.3,46.9,39.9,657
"831",5,2017,49.6,43.5,57,43,863
"832",5,2017,45.8,37.8,57,41,689
"833",5,2017,47.6,33.4,55.9,35.1,739
"834",5,2017,48.7,34.5,55.9,35.1,741
"835",5,2017,49.1,37.3,61,41,799
"836",5,2017,51,36.2,61,41,713
"837",5,2017,48.3,24.6,59,36,630
"838",5,2017,46.1,25.8,59,34,705
"839",5,2017,48.1,33.2,61,34,707
"840",5,2017,55,38.7,66.9,42.1,663
"841",5,2017,54.8,46.7,66.9,44.1,737
"842",5,2017,58.6,41.2,73,45,849
"843",5,2017,62.1,44,82,45,724
"844",5,2017,62.4,43.9,82,46.9,712
"845",5,2017,62.5,42.9,82,50,871
"846",5,2017,74.1,57.7,87.1,50,748
"847",5,2017,78.3,58.2,87.1,61,835
"848",5,2017,74,57.7,84,62.1,775
"849",5,2017,48,40.7,73.9,43,776
"850",5,2017,51.4,44.6,64,43,664
"851",5,2017,60.8,52.9,64.9,48,791
"852",5,2017,57.5,42.6,73,48,795
"853",5,2017,60.7,53.3,73,48,739
"854",5,2017,56.9,51.7,62.1,53.1,762
"855",5,2017,58.8,50.7,69.1,53.1,763
"856",5,2017,60.2,51.4,71.1,52,767
"857",5,2017,61.7,52.8,78.1,52,800
"858",5,2017,67.6,55,78.1,52,705
"859",5,2017,68.7,46.6,77,55.9,768
"860",5,2017,64.2,44.3,77,54,814
"861",5,2017,63.8,43.5,73.9,52,739
"862",6,2017,66.4,40.6,81,51.1,895
"863",6,2017,70.5,41.5,86,51.1,841
"864",6,2017,73.4,48.6,86,53.1,823
"865",6,2017,80.1,58.5,91.9,57,820
"866",6,2017,70,55.7,91.9,62.1,737
"867",6,2017,64.5,44.5,75.9,54,826
"868",6,2017,66.7,43.7,77,54,787
"869",6,2017,69.1,42.9,82.9,53.1,769
"870",6,2017,74.3,52.7,87.1,53.1,816
"871",6,2017,75.6,53.9,90,64,785
"872",6,2017,81.8,55.9,93,64,813
"873",6,2017,85,60.5,95,73,742
"874",6,2017,79.9,62.5,95,68,808
"875",6,2017,77.3,64.4,91.9,68,769
"876",6,2017,76.2,64.4,91.9,68,823
"877",6,2017,76.8,59.9,91,66.9,835
"878",6,2017,78,66.7,87.1,66.9,827
"879",6,2017,74.4,63.6,87.1,69.1,786
"880",6,2017,70.2,54.4,80.1,63,745
"881",6,2017,67.2,52.8,80.1,57.9,802
"882",6,2017,67.7,53.1,80.1,55,786
"883",6,2017,78.5,63.5,88,55,818
"884",6,2017,76.9,62.2,88,66.9,778
"885",6,2017,69.6,51.5,82.9,61,819
"886",6,2017,64,46.6,75,54,796
"887",6,2017,64,46.1,75,54,787
"888",6,2017,64.6,44.4,78.1,50,772
"889",6,2017,67.6,50.8,80.1,50,707
"890",6,2017,74.4,63.8,81,57.9,776
"891",6,2017,73,65.3,84,64,778
"892",7,2017,75.1,60.1,84,66,934
"893",7,2017,74.4,56.3,89.1,62.1,780
"894",7,2017,73,62.2,89.1,62.1,864
"895",7,2017,72.3,61.2,82.9,64,796
"896",7,2017,76.2,61.3,89.1,64,859
"897",7,2017,80.7,64,93,64.9,781
"898",7,2017,80.9,66,93,69.1,758
"899",7,2017,70.5,55.3,89.1,62.1,759
"900",7,2017,73.4,51.8,86,62.1,823
"901",7,2017,77,66.1,86,63,779
"902",7,2017,76.4,68.3,84.9,66.9,769
"903",7,2017,75.4,70,84.9,68,691
"904",7,2017,78.2,69.2,82.9,72,820
"905",7,2017,70.9,59.7,82.9,64.9,798
"906",7,2017,69.7,58.2,81,60.1,889
"907",7,2017,71.8,61.5,81,60.1,812
"908",7,2017,67.4,56.2,79,55.9,847
"909",7,2017,73.7,59.2,89.1,55.9,792
"910",7,2017,80.5,68.1,89.1,60.1,769
"911",7,2017,76.7,69,88,69.1,761
"912",7,2017,79.7,69.7,89.1,70,758
"913",7,2017,77.4,69.7,89.1,72,755
"914",7,2017,78.8,67.5,90,70,842
"915",7,2017,70.6,60.1,73,66,782
"916",7,2017,71.2,57.7,82,61,850
"917",7,2017,74.9,62.1,84.9,64.9,752
"918",7,2017,77.9,68,84.9,64.9,790
"919",7,2017,73.6,60.1,82,69.1,851
"920",7,2017,72,53.6,79,64,800
"921",7,2017,73.3,57.5,84,62.1,818
"922",7,2017,75.7,57.2,86,62.1,794
"923",8,2017,76.7,63,87.1,66,774
"924",8,2017,74.7,66.6,87.1,66,849
"925",8,2017,63.1,54,84,55.9,924
"926",8,2017,67.7,53.3,80.1,55.9,928
"927",8,2017,70.7,56.7,80.1,60.1,865
"928",8,2017,69.5,57,77,63,773
"929",8,2017,70.2,50.4,84,57.9,768
"930",8,2017,72.9,55.9,84,57.9,769
"931",8,2017,73.8,57.8,84,61,790
"932",8,2017,71.3,61,84,62.1,765
"933",8,2017,68.4,56.4,78.1,60.1,813
"934",8,2017,68.8,53.3,80.1,57,730
"935",8,2017,72.4,56.9,82.9,57,815
"936",8,2017,75.4,63.8,84,62.1,795
"937",8,2017,75,64.2,88,66.9,795
"938",8,2017,77.3,68.8,88,66.9,768
"939",8,2017,74.2,61.3,82,66.9,859
"940",8,2017,74.2,58,86,63,892
"941",8,2017,75.1,59.5,90,63,776
"942",8,2017,78.1,68.7,90,63,754
"943",8,2017,75.9,63.6,87.1,71.1,780
"944",8,2017,69.6,49.6,82,60.1,747
"945",8,2017,66.7,53.2,79,60.1,801
"946",8,2017,63.6,47.9,75,52,772
"947",8,2017,66.9,50.2,78.1,52,779
"948",8,2017,68.4,54.8,78.1,55.9,756
"949",8,2017,69.8,60.1,80.1,62.1,688
"950",8,2017,67.7,62.2,80.1,61,724
"951",8,2017,70.3,58.5,82,60.1,788
"952",8,2017,69.3,56.8,82,60.1,736
"953",9,2017,64.2,49.1,73,57.9,920
"954",9,2017,62.3,46,75,50,772
"955",9,2017,68.1,54.6,84,50,757
"956",9,2017,73.3,56.8,84,57,716
"957",9,2017,63.2,48.4,82,54,704
"958",9,2017,57.8,43.9,70,48.9,648
"959",9,2017,59.8,45.3,71.1,48.9,728
"960",9,2017,62.4,49.1,71.1,52,702
"961",9,2017,63.5,47.7,72,55.9,736
"962",9,2017,60.8,45.7,72,50,739
"963",9,2017,62.2,47.9,75,50,691
"964",9,2017,65,51.8,77,52,726
"965",9,2017,65.8,57.5,77,54,706
"966",9,2017,68.4,60.5,81,57.9,734
"967",9,2017,73.4,59.4,87.1,59,808
"968",9,2017,76.9,60.3,88,62.1,826
"969",9,2017,76.6,61.8,88,64.9,812
"970",9,2017,67.7,54.3,86,57.9,772
"971",9,2017,69.9,62.1,79,57.9,708
"972",9,2017,74.8,63.9,91.9,62.1,827
"973",9,2017,83.4,65.4,93.9,62.1,807
"974",9,2017,83.7,66.4,93.9,71.1,798
"975",9,2017,82.7,64.7,95,71.1,830
"976",9,2017,81.1,62.8,95,70,811
"977",9,2017,79.4,58.2,93,66.9,821
"978",9,2017,80,58.5,91.9,66.9,749
"979",9,2017,69.9,53.9,91.9,63,726
"980",9,2017,62,43.5,73.9,53.1,717
"981",9,2017,64.1,45.3,73.9,60.1,810
"982",9,2017,61.1,43.7,70,55.9,745
"983",10,2017,59.1,40.5,72,48,852
"984",10,2017,69.3,47.2,82.9,48,752
"985",10,2017,72.8,57.1,82.9,57.9,738
"986",10,2017,71.4,61,78.1,64.9,742
"987",10,2017,64.6,47.9,77,54,747
"988",10,2017,64.2,59,77,54,748
"989",10,2017,69.5,61.1,79,60.1,712
"990",10,2017,64.6,53.3,79,54,718
"991",10,2017,66.1,51.6,81,52,746
"992",10,2017,61.6,54.1,64.9,57.9,703
"993",10,2017,58.8,55.8,63,57,617
"994",10,2017,57.8,53.1,62.1,55.9,765
"995",10,2017,61.4,54.1,73,55,768
"996",10,2017,63.6,59.5,73,55,647
"997",10,2017,60.2,53.7,68,51.8,639
"998",10,2017,51.7,39,68,43,763
"999",10,2017,57,38.8,70,43,719
"1000",10,2017,59.4,41.3,71.1,46.9,774
"1001",10,2017,61.4,37,71.1,46.9,773
"1002",10,2017,61.4,44.1,78.1,51.1,849
"1003",10,2017,67.5,51,78.1,51.1,814
"1004",10,2017,65.6,56.1,72,51.8,739
"1005",10,2017,52.3,49,54,51.1,740
"1006",10,2017,48.4,43.6,54,46,689
"1007",10,2017,44.1,32.5,53.1,37.9,714
"1008",10,2017,46.5,36.4,60.1,36,754
"1009",10,2017,45,32.9,60.1,36,819
"1010",10,2017,38.5,29.9,53.1,36,717
"1011",10,2017,39.9,26.6,46,33.1,696
"1012",10,2017,44.8,29.6,50,34,708
"1013",10,2017,37.8,21.9,50,34,757
"1014",11,2017,38.7,28.6,44.1,34,824
"1015",11,2017,46.6,43.8,51.1,36,722
"1016",11,2017,44.4,37.1,51.1,37.9,789
"1017",11,2017,45.7,39.9,48.2,44.1,756
"1018",11,2017,49.5,47,52,42.1,773
"1019",11,2017,41,30.6,52,32,717
"1020",11,2017,40,29,45,33.1,678
"1021",11,2017,36.6,25.5,46,28.9,758
"1022",11,2017,38.8,25.6,46,29.1,656
"1023",11,2017,24,9.5,33.1,17.6,678
"1024",11,2017,29.5,16.7,36,18,688
"1025",11,2017,37.6,29.7,39.9,26.2,666
"1026",11,2017,36.4,32.5,39.9,30.9,718
"1027",11,2017,38.9,32.5,48.9,30,700
"1028",11,2017,47.6,39.5,52,30.2,709
"1029",11,2017,36.2,26.8,52,33.1,765
"1030",11,2017,38.4,30.4,45,33.1,741
"1031",11,2017,42.8,39.5,48.2,35.1,698
"1032",11,2017,34.6,22.3,48,30,690
"1033",11,2017,38.1,24.8,52,30,762
"1034",11,2017,42.9,27.7,52,30.2,673
"1035",11,2017,28.7,14.7,44.1,21.9,656
"1036",11,2017,36.3,20.1,46,23,543
"1037",11,2017,44,29.9,63,32,683
"1038",11,2017,48.9,35.3,63,32,714
"1039",11,2017,37.5,24.2,55,27,665
"1040",11,2017,44.2,32.6,55.9,27.1,774
"1041",11,2017,55.3,34.6,61,50,783
"1042",11,2017,43.3,25.7,61,34,771
"1043",11,2017,46.3,28.8,54,34,751
"1044",12,2017,41.2,26.3,54,28,918
"1045",12,2017,42.1,28.4,54,28.2,758
"1046",12,2017,42.8,29.7,57.9,28.9,676
"1047",12,2017,55.4,39.9,64.9,46.9,809
"1048",12,2017,41.4,27.2,64.9,30,710
"1049",12,2017,30.6,12.9,44.1,27,712
"1050",12,2017,25.1,12.7,35.1,19,625
"1051",12,2017,24.7,9,37,18,735
"1052",12,2017,29.8,19.5,37,18,659
"1053",12,2017,25.9,15.4,35.1,19.9,664
"1054",12,2017,30.6,20.8,39,19.9,740
"1055",12,2017,24.1,13.6,39,17.1,684
"1056",12,2017,26.5,14.9,37.9,18,700
"1057",12,2017,24.1,13,37.9,16,718
"1058",12,2017,25.7,15.1,34,17.1,768
"1059",12,2017,38.1,23.3,46,21,772
"1060",12,2017,35.5,30.9,46,27,729
"1061",12,2017,42.4,35.2,46,29.1,727
"1062",12,2017,43.4,32.3,50,39,764
"1063",12,2017,34,17.3,50,27,704
"1064",12,2017,34.9,24.2,39.9,27,747
"1065",12,2017,37.8,29.6,39.9,32,784
"1066",12,2017,30.6,21,39,24.1,714
"1067",12,2017,2.5,-8.6,21,-2.9,526
"1068",12,2017,1.1,-9.2,7,-4,523
"1069",12,2017,6.2,-2.9,15.1,-4,601
"1070",12,2017,12.2,5.9,15.1,0,574
"1071",12,2017,9.7,0.8,15.8,3,621
"1072",12,2017,0.4,-10,1.9,-0.9,541
"1073",1,2018,-2.4,-12,7,-9,562
"1074",1,2018,11.4,1.8,17.1,-7.1,576
"1075",1,2018,7,-4.3,17.1,0,602
"1076",1,2018,4.6,-6.2,12,-0.9,664
"1077",1,2018,5.3,-6.9,17.1,-2,586
"1078",1,2018,16.9,5.6,30,-0.9,533
"1079",1,2018,33.6,28.3,37,30,621
"1080",1,2018,30.9,26.9,37,26.1,652
"1081",1,2018,36.9,34.6,51.8,28,720
"1082",1,2018,55.5,51.3,59,30.2,701
"1083",1,2018,23.4,15.7,39,19,707
"1084",1,2018,12.9,-1.9,23,6.1,617
"1085",1,2018,11.8,-0.8,21,5,564
"1086",1,2018,19,13.9,24.1,5,531
"1087",1,2018,15.5,8.7,25,8.6,614
"1088",1,2018,13.2,5.8,26.1,3.9,649
"1089",1,2018,21.2,11,32,5,626
"1090",1,2018,32.2,20.2,39.9,17.1,709
"1091",1,2018,39.2,28.6,45,28.2,731
"1092",1,2018,40.2,36.8,45,35.1,718
"1093",1,2018,47.2,44.6,54,36,724
"1094",1,2018,35.5,30,54,30,719
"1095",1,2018,28.6,21.3,39,27,613
"1096",1,2018,31.2,23.6,43,24.1,641
"1097",1,2018,41,31.1,51.1,24.3,763
"1098",1,2018,47.2,30,51.1,33.1,754
"1099",1,2018,35.3,26.9,50,28,671
"1100",1,2018,27.3,18.8,33.1,21.2,652
"1101",1,2018,21,9.9,30,15.1,637
"1102",1,2018,34.6,20.4,42.1,16,708
"1103",2,2018,27.8,13.9,42.1,12.9,741
"1104",2,2018,10.7,-6,19,5,674
"1105",2,2018,26.2,8.1,41,5,630
"1106",2,2018,25.8,17.8,41,12,513
"1107",2,2018,5.9,-4.4,12,-2,543
"1108",2,2018,11.9,4.6,21,-2,588
"1109",2,2018,16.7,9.7,21,3,544
"1110",2,2018,13.2,4.4,21,7,557
"1111",2,2018,18.8,11.1,28,14,534
"1112",2,2018,19.5,13.4,21.9,15.1,537
"1113",2,2018,15.2,2.5,27,3.9,572
"1114",2,2018,20,8.8,35.1,3.9,645
"1115",2,2018,32.1,25.1,44.1,23,661
"1116",2,2018,40.8,39.1,48,26.2,698
"1117",2,2018,35.7,25,48,28.9,664
"1118",2,2018,24.7,14.6,39,17.1,605
"1119",2,2018,27.1,21.9,37.9,12,587
"1120",2,2018,42.3,37.9,57.9,36,624
"1121",2,2018,58.8,55.4,66,37.9,645
"1122",2,2018,32.1,24.4,41,27,639
"1123",2,2018,33.3,24.5,39.9,28.9,677
"1124",2,2018,39.8,35.6,44.1,29.1,671
"1125",2,2018,36.2,30.1,44.1,33.1,681
"1126",2,2018,40.5,30.4,50,33.1,657
"1127",2,2018,40.4,25.8,53.1,28,625
"1128",2,2018,48.2,31.6,62.1,28.2,691
"1129",2,2018,51.1,38.3,62.1,37,646
"1130",3,2018,39.4,33,59,37,830
"1131",3,2018,37.5,23.2,48,30,692
"1132",3,2018,37.8,20.2,48,30.2,664
"1133",3,2018,37.7,20.4,46,32,649
"1134",3,2018,36.8,19.9,46,32,665
"1135",3,2018,35.1,30.6,41,32,653
"1136",3,2018,30.9,22.2,41,26.1,656
"1137",3,2018,27.9,14.3,34,24.1,660
"1138",3,2018,29.8,15.4,41,23,745
"1139",3,2018,32.5,17.3,41,23,684
"1140",3,2018,34.3,20,41,23,619
"1141",3,2018,36.7,21.6,46,28,661
"1142",3,2018,31.9,20.1,46,27,638
"1143",3,2018,30.1,14.4,48,19,665
"1144",3,2018,39.6,24.6,50,22.1,691
"1145",3,2018,32.4,21.4,50,28,703
"1146",3,2018,37.2,21.8,46,29.1,777
"1147",3,2018,39.9,19.3,57,27,689
"1148",3,2018,40.7,24.8,57,27.1,660
"1149",3,2018,33.1,21.9,46,28.9,712
"1150",3,2018,33.3,20,39.9,28.9,689
"1151",3,2018,34.3,17.7,50,21.9,670
"1152",3,2018,35.6,21.1,50,22.1,752
"1153",3,2018,35.6,21.6,43,25.2,649
"1154",3,2018,33.8,16.3,41,27,677
"1155",3,2018,39.3,20.6,53.1,27.1,696
"1156",3,2018,48.9,44,53.1,31.1,674
"1157",3,2018,44.7,35.3,54,39,689
"1158",3,2018,45,38.4,54,39,629
"1159",3,2018,38.8,27.2,50,33.1,704
"1160",3,2018,44,31.1,57.9,33.1,690
"1161",4,2018,32.3,15.1,57.9,24.1,736
"1162",4,2018,31.6,15.4,44.1,21,674
"1163",4,2018,38.9,32.4,44.1,21.2,605
"1164",4,2018,31.8,23.9,39.9,26.1,701
"1165",4,2018,31.6,16,42.1,23,672
"1166",4,2018,35.1,25,42.1,23.2,695
"1167",4,2018,28.2,8,39,19.9,635
"1168",4,2018,30.7,11.5,39,19.9,618
"1169",4,2018,32.8,26.6,39,21,661
"1170",4,2018,35.7,24,46,28,714
"1171",4,2018,47.8,30.8,66,28.2,769
"1172",4,2018,55.6,41.2,73,39,751
"1173",4,2018,43.4,37.1,48,39.9,781
"1174",4,2018,38.8,35.9,41,36,689
"1175",4,2018,35.2,32.1,37,33.8,603
"1176",4,2018,30.5,24.6,35.1,26.6,733
"1177",4,2018,34.7,21.1,43,27.1,699
"1178",4,2018,34.8,25.4,43,29.1,627
"1179",4,2018,39.3,29,55,30.2,724
"1180",4,2018,46.6,21.6,61,31.1,803
"1181",4,2018,47.4,19.2,61,36,677
"1182",4,2018,50.1,22,62.1,39,698
"1183",4,2018,50.8,27.9,63,42.1,716
"1184",4,2018,54.6,37.7,64.9,43,713
"1185",4,2018,49.1,34.4,64.9,43,750
"1186",4,2018,48.4,28.8,66,36,733
"1187",4,2018,53.2,30.9,66,36,772
"1188",4,2018,42.4,29.2,57.9,35.1,679
"1189",4,2018,43.3,21,59,30.9,725
"1190",4,2018,56.2,19.4,80.1,31.1,790
"1191",5,2018,76.9,51,86,60.1,789
"1192",5,2018,64.3,59.2,86,57.9,742
"1193",5,2018,65.4,53.7,73.9,54,814
"1194",5,2018,69.7,44.1,82,57,853
"1195",5,2018,62.3,42.4,82,53.1,716
"1196",5,2018,59.1,40.1,75,46,805
"1197",5,2018,68.5,40,81,46,805
"1198",5,2018,69.7,48.1,81,57,792
"1199",5,2018,66,53.3,81,57.9,779
"1200",5,2018,51.7,42.3,73,46,729
"1201",5,2018,46.4,41.8,52,44.1,699
"1202",5,2018,52.2,47.5,66.9,44.1,690
