"","temp","dewp","slp","wdsp","NUM_CRIMES"
"671",65.3,55.7,1011.4,10.8,910
"672",62.3,57.5,1017.2,4.6,749
"673",56,50.5,1021.5,4.8,783
"674",52.8,44.1,1029.1,4.4,783
"675",54.7,44.3,1027.1,5.9,821
"676",56.1,46.5,1026.8,3.4,753
"677",53.8,42.7,1026.1,3.8,738
"678",55.7,45.4,1022.2,7.4,644
"679",49.5,35.4,1026,8.1,680
"680",49.4,33.8,1020.2,10.1,723
"681",49.4,36.1,1022,12.1,797
"682",41.8,31.4,1030.3,6.7,780
"683",44.6,30.4,1022.5,7.8,660
"684",48.4,35.5,1014,6.9,670
"685",46,42.3,1011.7,3,712
"686",48.1,41.7,1012.8,3.3,770
"687",54.6,45.8,1010.3,10.3,811
"688",62,49.2,1008.3,14.8,794
"689",37.9,24.8,1016.2,18.5,677
"690",29.2,15.9,1026.9,9.5,663
"691",30.1,17.2,1026.6,4.7,683
"692",32.8,25.5,1026.3,5.4,722
"693",39.8,35.6,1018.6,9.2,699
"694",40.3,36.5,1018.9,7.8,534
"695",37.3,32.6,1025.4,7,689
"696",37.8,32.2,1026.3,6.6,719
"697",37.8,35,1018.4,7.2,693
"698",44.1,40.5,1002,15.2,693
"699",49.7,42.7,995.8,12.6,698
"700",40.8,34.8,1002.1,8.3,697
"701",37.5,31.8,1007.6,12.5,822
"702",37.4,30,1019.1,8.8,835
"703",33.3,23.2,1027.3,6.1,758
"704",31.5,26.8,1021.7,2.9,595
"705",31.9,30.2,1016,7.6,678
"706",32.9,30.3,1011.9,6.5,688
"707",26.2,18.3,1017.3,13.2,660
"708",21.3,12.7,1024.1,15.9,606
"709",22.9,15.3,1032.4,9.8,668
"710",20.1,12.5,1033.4,7.4,612
"712",25.2,21,1015,10.2,629
"713",15,7,1021.5,7.6,574
"714",9.6,-0.3,1023.3,11.6,610
"715",3.9,-6.7,1028.6,13,580
"716",11.7,2.5,1025,7.7,695
"717",20.4,16.3,1007.6,6.6,614
"718",11.3,4.4,1026.7,13.2,526
"719",-0.6,-10.3,1040.2,8.8,660
"720",19.6,7.6,1027,14.5,693
"721",26,18.7,1019.9,7.9,728
"722",34.1,25.7,1021.6,9.2,702
"723",30.6,25.2,1025.3,6.1,728
"724",34.9,31.3,1020.7,5.1,604
"726",45.1,39.2,1013.4,14.5,647
"727",28,18.5,1019,13.9,663
"728",29.6,22,1017.4,8.5,722
"729",33.6,25.3,1009.9,14.1,647
"730",29.3,17.1,1016.3,12,742
"731",35.5,21.4,1004.8,13.8,704
"733",34,27.9,1020,5.2,613
"734",38.2,36.9,1010.5,5.9,718
"735",18.2,9,1015.7,14.9,612
"736",9.3,-1.5,1018.4,11.5,611
"737",4.4,-6.4,1023.4,10.2,601
"738",6.5,-4.8,1032.5,8,618
"739",9.2,-4.2,1038.7,8.2,591
"740",21.5,10.5,1027.9,11.1,713
"741",37.5,32.2,1007.7,18,705
"742",31.6,26.3,1010.9,12.1,663
"743",26.1,23.2,1015.9,10.9,644
"744",19.9,9.7,1037.4,8.5,800
"745",28.9,19.3,1034.4,4.9,685
"746",26,17.5,1030.7,2.4,656
"747",32.6,28.2,1025.1,3.7,652
"748",37.2,36.2,1012.6,7.4,705
"749",34.7,32.9,1018.3,9.2,707
"750",35.8,33.4,1015.8,5.7,738
"751",39,37.6,1005.5,6.2,783
"752",48.2,44.3,1000.4,7.2,786
"753",42.8,39.6,1002.6,4.2,742
"754",39.4,36.1,1006.5,7.9,789
"755",36.6,32.7,1010.8,5.7,736
"756",37.2,34.3,1005.3,9.6,748
"757",33.2,29.6,1006,11.3,675
"758",27.8,20.6,1012.7,12.4,784
"759",26.7,20.2,1009,11,731
"760",26.8,16.5,1010.2,8.9,634
"761",22.1,9.7,1014,8.5,756
"762",36,29.3,1004.7,13.6,734
"763",34.6,25.7,1015.8,10.6,847
"764",20.6,6.9,1027.1,12.1,671
"765",19.1,3.5,1030.6,10.6,670
"766",21.6,5.5,1028,8.6,638
"767",32.7,17.2,1014.5,11,695
"768",33.5,26.3,1015.4,4.9,762
"769",43.8,43.1,998.7,6.4,693
"770",30.7,23.1,1011,10.6,666
"771",19,4.2,1023.3,11.3,668
"772",25.7,13.5,1018.6,12,745
"773",40.9,33.2,1009.8,5,704
"774",39.3,28.8,1016.5,12.9,678
"775",34.6,19.9,1025.7,9.5,718
"776",39.7,26.4,1011.8,10.9,713
"777",33.2,17.2,1010.8,12.1,673
"778",33.4,12.8,1013.1,7,671
"779",43.2,28.4,1005.5,6.9,832
"780",57.5,35.4,1004.8,7.9,748
"781",51.1,33.6,1013.8,2.8,674
"782",53,39.8,1018.3,8,711
"783",60.1,49.8,1012.9,8.4,679
"784",57.7,51.9,1008.1,7.4,703
"785",51.6,44.2,1006,10.5,655
"786",39.4,36.7,1002.4,12,660
"787",29.3,21.6,1007.9,12.6,599
"788",32.3,17.2,1016.2,11.1,576
"789",41.1,27.7,1019.1,7,633
"790",51.3,44.6,1011.5,11.7,631
"791",47.1,43.8,999.3,9.4,741
"792",32,20.8,1022,10.6,629
"793",27.5,7.5,1032.8,10.6,673
"794",33.2,22.3,1033.7,9.4,633
"795",41.4,28.8,1024.6,12.8,662
"796",54.8,46.9,1013.2,16,683
"797",55.1,40.9,1007.8,20.4,682
"798",46.3,20.1,1014.2,18.9,667
"799",39,19.4,1021.1,7.6,676
"800",31.8,7.7,1026.7,11.8,666
"801",24,-5,1032.2,8.7,659
"802",26.5,3,1031.6,4.7,553
"803",29.5,22.1,1024.5,9.6,541
"805",23.5,7,1028.4,10.9,607
"806",29,10.9,1026.9,5.5,668
"807",38.2,30.1,1019.4,8.1,709
"808",42.3,32,1019,11.9,674
"809",40.8,29.5,1026.8,5.6,605
"810",48.6,38.3,1017.2,8.8,696
"811",43.7,29,1021.2,8.1,650
"812",33.5,19.3,1032.8,12.9,647
"813",36.8,20.4,1029.2,9.7,666
"814",58.3,39.3,1014.2,12.5,779
"815",42.7,37.9,1017,11.8,695
"816",51.3,47.2,1011.7,6.8,702
"817",50.4,46.8,1012.3,6.1,722
"818",43.8,36.6,1017.9,9.3,673
"819",40.9,34.7,1022.9,9,669
"820",43.3,39.1,1011.7,12.1,691
"821",39.3,35.8,1008.9,14.1,777
"822",44.6,26.3,1020.6,5.8,831
"823",49.7,27.1,1020.8,4.9,690
"824",50.4,39.7,1006.7,6.2,697
"825",48.9,43.3,1001.4,8.9,712
"826",44.8,39.3,1012,9.9,633
"827",42.9,33.8,1008.4,17.5,668
"828",43.8,22.4,1017.9,11.1,705
"829",49.9,27.1,1016.1,9.3,696
"830",64.1,44.1,1007.9,15.7,761
"831",68.8,53.2,1006.4,15.7,683
"832",46.8,39.6,1019.2,8.7,703
"833",47.7,35.7,1027.2,5.5,726
"834",49.7,33.7,1026.9,8.6,665
"835",54.1,41.1,1023.2,7.7,773
"836",69.7,54.7,1014.9,12.9,817
"837",68.1,52.5,1012.2,12.2,687
"838",58.8,35.5,1020,6,752
"839",55.4,39.2,1020.4,9.3,735
"840",64.7,52.7,1015.4,8.5,758
"841",56.5,46.6,1012.2,11.3,713
"842",50.4,35.4,1016.6,12.7,815
"843",49.7,29.8,1021.7,9.4,701
"844",54.5,26.3,1019.9,3.5,703
"845",55.3,34.4,1015.4,7.2,736
"846",63.7,43.5,1005.3,9.2,757
"847",69.5,54.1,998.1,11.9,758
"848",54.3,48.3,999,12,716
"849",48.4,38.2,1011.8,6.5,832
"850",45.5,36.9,1018.7,13.7,616
"851",43.6,41.3,1013.1,14.3,657
"852",49.6,43.5,998,10.1,863
"853",45.8,37.8,1004.4,15.8,689
"854",47.6,33.4,1019.3,5.8,739
"855",48.7,34.5,1016.7,8.9,741
"856",49.1,37.3,1010.9,12,799
"857",51,36.2,1009.1,10.3,713
"858",48.3,24.6,1015.4,8.3,630
"859",46.1,25.8,1019.4,5.5,705
"860",48.1,33.2,1015,6.3,707
"861",55,38.7,1014,5.3,663
"862",54.8,46.7,1013.5,9.5,737
"863",58.6,41.2,1014.5,5.3,849
"864",62.1,44,1012.1,7.2,724
"865",62.4,43.9,1011.5,6.3,712
"866",62.5,42.9,1013.9,7.5,871
"867",74.1,57.7,1008.9,10.2,748
"868",78.3,58.2,1004.5,16.7,835
"869",74,57.7,1005.2,18.1,775
"870",48,40.7,1018.7,15.6,776
"871",51.4,44.6,1018.1,10.9,664
"872",60.8,52.9,1013,9.1,791
"873",57.5,42.6,1015.4,11.4,795
"874",60.7,53.3,1009.3,7.4,739
"875",56.9,51.7,1002.6,10.1,762
"876",58.8,50.7,1002,10.6,763
"877",60.2,51.4,1009,5.2,767
"878",61.7,52.8,1011.5,5.4,800
"879",67.6,55,1007.7,5.4,705
"880",68.7,46.6,1008.2,10.5,768
"881",64.2,44.3,1012.7,9.5,814
"882",63.8,43.5,1014.3,9.3,739
"883",66.4,40.6,1016.9,4.8,895
"884",70.5,41.5,1017.5,4,841
"885",73.4,48.6,1015.8,5.4,823
"886",80.1,58.5,1010.1,7.5,820
"887",70,55.7,1008.9,9.9,737
"888",64.5,44.5,1015.9,12.6,826
"889",66.7,43.7,1019,8.9,787
"890",69.1,42.9,1016.1,3.3,769
"891",74.3,52.7,1008.5,7.5,816
"892",75.6,53.9,1009.5,9.9,785
"893",81.8,55.9,1011.3,13.1,813
"894",85,60.5,1012.2,11.6,742
"895",79.9,62.5,1013.4,6.5,808
"896",77.3,64.4,1012,7.9,769
"897",76.2,64.4,1009.8,8.1,823
"898",76.8,59.9,1008.5,8.8,835
"899",78,66.7,1003.6,8.7,827
"900",74.4,63.6,1002.6,10,786
"901",70.2,54.4,1008.5,9.3,745
"902",67.2,52.8,1013.2,9,802
"903",67.7,53.1,1014,5.5,786
"904",78.5,63.5,1009.7,10.7,818
"905",76.9,62.2,1005.1,10.7,778
"906",69.6,51.5,1012.1,11,819
"907",64,46.6,1017.9,11,796
"908",64,46.1,1018.5,10.5,787
"909",64.6,44.4,1018.7,7,772
"910",67.6,50.8,1014.3,11.1,707
"911",74.4,63.8,1008.1,12.2,776
"912",73,65.3,1009.6,5.7,778
"913",75.1,60.1,1011.1,8.5,934
"914",74.4,56.3,1015.6,9,780
"915",73,62.2,1016.5,6.7,864
"916",72.3,61.2,1017.9,7,796
"917",76.2,61.3,1018.6,5.4,859
"918",80.7,64,1015.3,4.5,781
"919",80.9,66,1011,8.7,758
"920",70.5,55.3,1015,6.6,759
"921",73.4,51.8,1016.4,6.1,823
"922",77,66.1,1010,7.2,779
"923",76.4,68.3,1010.6,4.3,769
"924",75.4,70,1011.5,9.4,691
"925",78.2,69.2,1013.6,8.7,820
"926",70.9,59.7,1018.1,8.3,798
"927",69.7,58.2,1020,4.7,889
"928",71.8,61.5,1016.1,9.6,812
"929",67.4,56.2,1017.1,6.1,847
"930",73.7,59.2,1017.2,3.6,792
"931",80.5,68.1,1017.4,5.8,769
"932",76.7,69,1014.9,8.6,761
"933",79.7,69.7,1014.2,4.9,758
"934",77.4,69.7,1009.2,7.5,755
"935",78.8,67.5,1008.4,5,842
"936",70.6,60.1,1014.3,9.4,782
"937",71.2,57.7,1020.7,6.6,850
"938",74.9,62.1,1018.1,6.8,752
"939",77.9,68,1013.3,8.6,790
"940",73.6,60.1,1014.3,12,851
"941",72,53.6,1018.5,9.8,800
"942",73.3,57.5,1021.4,5.3,818
"943",75.7,57.2,1021.5,2.5,794
"945",76.7,63,1015.9,5.9,774
"946",74.7,66.6,1014.6,7.4,849
"947",63.1,54,1010.8,13.3,924
"948",67.7,53.3,1016.1,7.4,928
"949",70.7,56.7,1016.3,3.7,865
"950",69.5,57,1016.8,6.6,773
"951",70.2,50.4,1020.6,4.9,768
"952",72.9,55.9,1021.1,3.8,769
"953",73.8,57.8,1018,7.4,790
"954",71.3,61,1014.7,7,765
"955",68.4,56.4,1017,7.8,813
"956",68.8,53.3,1017.6,3.4,730
"957",72.4,56.9,1012.6,3.8,815
"958",75.4,63.8,1011.1,5.8,795
"959",75,64.2,1014.5,7,795
"960",77.3,68.8,1007.8,12,768
"961",74.2,61.3,1009.1,10.7,859
"962",74.2,58,1012.7,5.2,892
"963",75.1,59.5,1015.5,4.5,776
"964",78.1,68.7,1016.3,6.8,754
"965",75.9,63.6,1012,11.5,780
"966",69.6,49.6,1015.9,9.4,747
"967",66.7,53.2,1017.9,7,801
"968",63.6,47.9,1022.8,4.7,772
"969",66.9,50.2,1024,5.6,779
"970",68.4,54.8,1020.2,7.6,756
"971",69.8,60.1,1016.3,6,688
"972",67.7,62.2,1016.8,4.5,724
"973",70.3,58.5,1017.4,4.5,788
"974",69.3,56.8,1019.5,10.3,736
"975",64.2,49.1,1021.1,11.4,920
"976",62.3,46,1017.8,4.2,772
"977",68.1,54.6,1014.7,6,757
"978",73.3,56.8,1009.2,10.6,716
"979",63.2,48.4,1010.6,10.8,704
"980",57.8,43.9,1015,9.4,648
"981",59.8,45.3,1016.8,8.2,728
"982",62.4,49.1,1020.7,5.6,702
"983",63.5,47.7,1027.8,7.7,736
"984",60.8,45.7,1029.5,5.7,739
"985",62.2,47.9,1025.2,3.7,691
"986",65,51.8,1016.9,6,726
"987",65.8,57.5,1008.8,5.2,706
"988",68.4,60.5,1010.2,3.6,734
"989",73.4,59.4,1014.6,7.7,808
"990",76.9,60.3,1017,7.8,826
"991",76.6,61.8,1016.4,6.6,812
"992",67.7,54.3,1018.5,6.3,772
"993",69.9,62.1,1014,6.2,708
"994",74.8,63.9,1011.9,8.3,827
"995",83.4,65.4,1013.7,6,807
"996",83.7,66.4,1016.3,6,798
"997",82.7,64.7,1016.9,5.1,830
"998",81.1,62.8,1017.2,5.6,811
"999",79.4,58.2,1014.8,5.4,821
"1000",80,58.5,1012.8,6.8,749
"1001",69.9,53.9,1017,10.2,726
"1002",62,43.5,1021.4,7.6,717
"1003",64.1,45.3,1021,8.7,810
"1004",61.1,43.7,1028.3,7.1,745
"1005",59.1,40.5,1024.5,7.5,852
"1006",69.3,47.2,1020,10,752
"1007",72.8,57.1,1022.5,13.1,738
"1008",71.4,61,1024.2,8.9,742
"1009",64.6,47.9,1022.1,4,747
"1010",64.2,59,1015.8,6,748
"1011",69.5,61.1,1004.6,13.9,712
"1012",64.6,53.3,1006.8,9.2,718
"1013",66.1,51.6,1010,3.6,746
"1014",61.6,54.1,1018.7,10.9,703
"1015",58.8,55.8,1016.2,12.4,617
"1016",57.8,53.1,1021,6.8,765
"1017",61.4,54.1,1019.5,6,768
"1018",63.6,59.5,1017.6,6.8,647
"1019",60.2,53.7,1012.5,14.2,639
"1020",51.7,39,1024.8,7.3,763
"1021",57,38.8,1022,9.3,719
"1022",59.4,41.3,1019.8,10.3,774
"1023",61.4,37,1019.2,7.3,773
"1024",61.4,44.1,1020.3,6.2,849
"1025",67.5,51,1016.8,11.8,814
"1026",65.6,56.1,1014.4,13.9,739
"1027",52.3,49,1011,7.4,740
"1028",48.4,43.6,1003.1,10.6,689
"1029",44.1,32.5,1008.2,7.3,714
"1030",46.5,36.4,1009.2,7.4,754
"1031",45,32.9,1006.5,13.1,819
"1032",38.5,29.9,1011,10.9,717
"1033",39.9,26.6,1012.1,6.8,696
"1034",44.8,29.6,1006.2,11.7,708
"1035",37.8,21.9,1017.2,12.6,757
"1036",38.7,28.6,1016.9,7.6,824
"1037",46.6,43.8,1012,5.4,722
"1038",44.4,37.1,1023.6,8.3,789
"1039",45.7,39.9,1021.3,8.7,756
"1040",49.5,47,1009.7,4.5,773
"1041",41,30.6,1021.5,8.9,717
"1042",40,29,1026.1,8.9,678
"1043",36.6,25.5,1027.2,3.9,758
"1044",38.8,25.6,1021.4,9,656
"1045",24,9.5,1033.3,9.2,678
"1046",29.5,16.7,1030.6,8.6,688
"1047",37.6,29.7,1025.9,3.2,666
"1048",36.4,32.5,1030.7,5.3,718
"1049",38.9,32.5,1026.1,7.5,700
"1050",47.6,39.5,1013.3,12,709
"1051",36.2,26.8,1020.3,11.8,765
"1052",38.4,30.4,1020.2,10.5,741
"1053",42.8,39.5,1001.7,11.4,698
"1054",34.6,22.3,1013.9,13.7,690
"1055",38.1,24.8,1014.3,12.4,762
"1056",42.9,27.7,1008,15.6,673
"1057",28.7,14.7,1025.3,7.5,656
"1058",36.3,20.1,1018.6,7.8,543
"1059",44,29.9,1007.4,9.4,683
"1060",48.9,35.3,1008,11.9,714
"1061",37.5,24.2,1021.4,6.8,665
"1062",44.2,32.6,1017.1,3.9,774
"1063",55.3,34.6,1012.1,15,783
"1064",43.3,25.7,1024.1,6.9,771
"1065",46.3,28.8,1018,9.4,751
"1066",41.2,26.3,1022.8,4.6,918
"1067",42.1,28.4,1020.4,4.2,758
"1068",42.8,29.7,1021,3.6,676
"1069",55.4,39.9,1010.5,15.4,809
"1070",41.4,27.2,1008.2,21.4,710
"1071",30.6,12.9,1015.3,12.5,712
"1072",25.1,12.7,1020.1,11.5,625
"1073",24.7,9,1017,9.9,735
"1074",29.8,19.5,1011.3,12.8,659
"1075",25.9,15.4,1015.9,9.4,664
"1076",30.6,20.8,1013.2,6.3,740
"1077",24.1,13.6,1016.2,14.3,684
"1078",26.5,14.9,1006.5,9.9,700
"1079",24.1,13,1014,11.5,718
"1080",25.7,15.1,1015.3,8.2,768
"1081",38.1,23.3,1012.3,8.1,772
"1082",35.5,30.9,1017.4,4.1,729
"1083",42.4,35.2,1013.8,7.7,727
"1084",43.4,32.3,1012.1,10.9,764
"1085",34,17.3,1019.8,8.7,704
"1086",34.9,24.2,1017.5,7,747
"1087",37.8,29.6,1015.1,6.2,784
"1088",30.6,21,1019.3,9.1,714
"1091",2.5,-8.6,1034.2,9.1,526
"1092",1.1,-9.2,1040.4,7.8,523
"1093",6.2,-2.9,1039.2,5.2,601
"1094",12.2,5.9,1029,6.5,574
"1095",9.7,0.8,1026.1,10.7,621
"1096",0.4,-10,1032.3,7.1,541
"1098",-2.4,-12,1037.1,8,562
"1099",11.4,1.8,1020.7,10.8,576
"1100",7,-4.3,1025.5,11.9,602
"1101",4.6,-6.2,1029.4,9.4,664
"1102",5.3,-6.9,1035.8,5.9,586
"1103",16.9,5.6,1026.5,12,533
"1104",33.6,28.3,1015.7,10.9,621
"1105",30.9,26.9,1022.4,5.8,652
"1106",36.9,34.6,1016,9.8,720
"1107",55.5,51.3,1006.3,15.2,701
"1108",23.4,15.7,1016.8,16.4,707
"1109",12.9,-1.9,1033.5,12.1,617
"1110",11.8,-0.8,1036.6,5.8,564
"1111",19,13.9,1023.9,10.2,531
"1112",15.5,8.7,1030.6,10.4,614
"1113",13.2,5.8,1033.8,8.9,649
"1114",21.2,11,1021.7,14.5,626
"1115",32.2,20.2,1013,12.9,709
"1116",39.2,28.6,1010.9,10.2,731
"1117",40.2,36.8,1015,3.8,718
"1118",47.2,44.6,1004.2,8.9,724
"1119",35.5,30,1006,11.2,719
"1120",28.6,21.3,1023,6.7,613
"1121",31.2,23.6,1026.5,8.4,641
"1122",41,31.1,1021.3,12,763
"1123",47.2,30,1017.6,14.7,754
"1124",35.3,26.9,1025.3,6.1,671
"1125",27.3,18.8,1029.7,11.8,652
"1126",21,9.9,1030.7,6.1,637
"1127",34.6,20.4,1011.4,14.9,708
"1128",27.8,13.9,1014.2,11.6,741
"1129",10.7,-6,1032,10.2,674
"1130",26.2,8.1,1021.2,10.4,630
"1131",25.8,17.8,1011.4,12.7,513
"1132",5.9,-4.4,1025.1,7.1,543
"1133",11.9,4.6,1028.4,4.8,588
"1134",16.7,9.7,1027.8,7.8,544
"1135",13.2,4.4,1031.1,6.3,557
"1137",18.8,11.1,1023.3,9,534
"1138",19.5,13.4,1018.6,8.5,537
"1139",15.2,2.5,1034.4,6.3,572
"1140",20,8.8,1038,4.7,645
"1141",32.1,25.1,1020.9,7.8,661
"1142",40.8,39.1,1007.9,6.2,698
"1143",35.7,25,1017.8,9.5,664
"1144",24.7,14.6,1021.8,6.1,605
"1145",27.1,21.9,1021.3,8.4,587
"1146",42.3,37.9,1011.7,9.9,624
"1147",58.8,55.4,1010.3,13.2,645
"1148",32.1,24.4,1030.4,9.5,639
"1149",33.3,24.5,1035,10.8,677
"1150",39.8,35.6,1024.3,9.9,671
"1151",36.2,30.1,1022,8.3,681
"1152",40.5,30.4,1008.8,17,657
"1153",40.4,25.8,1021.4,8,625
"1154",48.2,31.6,1021.6,10.4,691
"1155",51.1,38.3,1010.7,10.6,646
"1156",39.4,33,1011.8,12.2,830
"1157",37.5,23.2,1027.3,6.8,692
"1158",37.8,20.2,1033.1,6.4,664
"1159",37.7,20.4,1030.8,8.6,649
"1160",36.8,19.9,1021.7,14.9,665
"1161",35.1,30.6,1008,9.1,653
"1162",30.9,22.2,1012.6,11.7,656
"1163",27.9,14.3,1016.6,10.5,660
"1164",29.8,15.4,1016.7,6.1,745
"1165",32.5,17.3,1018.3,4.7,684
"1166",34.3,20,1022.1,8,619
"1167",36.7,21.6,1020.2,8.8,661
"1168",31.9,20.1,1021.2,8.7,638
"1169",30.1,14.4,1019.5,9.5,665
"1170",39.6,24.6,1010.4,7.7,691
"1171",32.4,21.4,1020,9.7,703
"1172",37.2,21.8,1015.4,10.2,777
"1173",39.9,19.3,1017,3.8,689
"1174",40.7,24.8,1013.3,10,660
"1175",33.1,21.9,1012.9,15.8,712
"1176",33.3,20,1017,11.3,689
"1177",34.3,17.7,1025.9,5.4,670
"1178",35.6,21.1,1027.8,7.4,752
"1179",35.6,21.6,1023.4,13.7,649
"1180",33.8,16.3,1026.9,12.9,677
"1181",39.3,20.6,1024.7,8.8,696
"1182",48.9,44,1015,9.9,674
"1183",44.7,35.3,1016,4.4,689
"1184",45,38.4,1012.8,5.9,629
"1185",38.8,27.2,1020.8,7.7,704
"1186",44,31.1,1016.5,12,690
"1187",32.3,15.1,1022.5,8.8,736
"1188",31.6,15.4,1019.6,5.3,674
"1189",38.9,32.4,1007.7,9.2,605
"1190",31.8,23.9,1014,14.7,701
"1191",31.6,16,1022.8,6.9,672
"1192",35.1,25,1013.8,11.6,695
"1193",28.2,8,1020.3,9.5,635
"1194",30.7,11.5,1019.1,5.2,618
"1195",32.8,26.6,1020.3,7,661
"1196",35.7,24,1024.5,5.4,714
"1197",47.8,30.8,1016.1,8.9,769
"1198",55.6,41.2,1006,10.9,751
"1199",43.4,37.1,1006.4,10.7,781
"1200",38.8,35.9,1009.8,18.2,689
"1201",35.2,32.1,1007.7,13.6,603
"1202",30.5,24.6,1009.7,12.3,733
"1203",34.7,21.1,1012.7,11.7,699
"1204",34.8,25.4,1011.8,9.3,627
"1205",39.3,29,1023.4,9.2,724
"1206",46.6,21.6,1031.7,5,803
"1207",47.4,19.2,1030.5,3.2,677
"1208",50.1,22,1027.5,8.1,698
"1209",50.8,27.9,1022.5,10.4,716
"1210",54.6,37.7,1017.6,7.2,713
"1211",49.1,34.4,1017.9,13.2,750
"1212",48.4,28.8,1014.6,3.3,733
"1213",53.2,30.9,1009,9.8,772
"1214",42.4,29.2,1017.2,12.6,679
"1215",43.3,21,1026.7,5.9,725
"1216",56.2,19.4,1021.8,9,790
"1218",76.9,51,1011.3,13.9,789
"1219",64.3,59.2,1012.1,4.9,742
"1220",65.4,53.7,1009.8,13.2,814
"1221",69.7,44.1,1015.1,6.8,853
"1222",62.3,42.4,1014.7,8.6,716
"1223",59.1,40.1,1021.4,5.6,805
"1224",68.5,40,1019.6,5.8,805
"1225",69.7,48.1,1010.6,10.2,792
"1226",66,53.3,1009.8,8.4,779
"1227",51.7,42.3,1016.3,12,729
"1228",46.4,41.8,1017,11.8,699
"1229",52.2,47.5,1017.2,7,690
"1230",62.1,54.7,1012.8,6.2,788
"1231",63.8,57.4,1012.7,7.9,743
"1232",61.8,43.4,1016,6.6,759
"1233",63.2,46.3,1016.3,6,795
"1234",57,44.1,1017.6,10.2,800
"1235",60.1,55.9,1011.9,5.6,759
"1236",51.2,45.6,1019.2,11.4,764
"1237",52.8,48.4,1019.6,6.8,714
"1238",59,54.9,1016.2,4.5,797
"1239",63.8,52,1020.3,2.8,781
"1240",71.3,52.5,1020.7,4.7,820
"1241",77.6,54.8,1013.2,7,805
"1242",78.9,62.1,1007.3,7.2,854
"1243",82.8,61.4,1009.3,4.1,882
"1244",82.7,61.3,1012.4,5.9,888
"1245",76.6,59.8,1012.1,5.6,875
"1246",75.3,63.5,1006.4,7.1,847
"1247",76.9,66,1003.1,8.7,841
"1249",59.5,50.8,1014.3,9.7,820
"1250",66.6,53.6,1010.8,10.6,835
"1251",66.5,47.9,1014.6,9.8,790
"1252",67,47.8,1010.9,10.4,752
"1253",60.9,46.5,1013.6,7.4,815
"1254",71.4,56.1,1014,6.2,767
"1255",64.2,53.3,1019.7,8.1,774
"1256",66.1,58.5,1017.2,5.1,816
"1257",64.5,61,1011.9,6.4,731
"1258",64,60.2,1012,8.9,748
"1259",69.3,63.8,1011.7,5.1,794
"1260",74.7,60.5,1012.7,7.4,751
"1261",73,50.3,1016.8,3.5,758
"1262",74.4,55,1015.2,5.1,842
"1263",80.8,67.8,1013.3,8.4,826
"1264",85.9,69.8,1014.1,8.8,828
"1265",86.5,70.3,1013.2,10.4,846
"1266",70.9,65.5,1013.9,7.9,795
"1267",69,62.2,1011.2,7.4,891
"1268",65.8,61.5,1009,10,667
"1269",62.4,58.4,1007.8,12.3,723
"1270",68.1,57,1006.8,5.5,839
"1271",72.7,59.1,1011.4,6.5,870
"1272",68.9,59.1,1018.7,10.1,854
"1273",73.3,62.4,1014.4,9.2,795
"1274",72.8,66.4,1008,6.6,827
"1275",76.2,64.6,1012.1,3.2,822
"1276",82.1,68.8,1012.8,7.1,780
"1277",87.1,74.7,1012.7,9.5,867
"1279",77,63.2,1014.8,6,860
"1280",77.7,61.3,1019.4,5.3,826
"1281",83.4,71,1021.1,6.1,829
"1282",81.4,70.9,1022.6,6,841
"1283",74,58.2,1027,11,890
"1284",70.6,48.1,1027.4,7.4,831
"1285",74.8,51.7,1024.3,3.8,825
"1286",79.4,58.7,1021.7,6.2,802
"1287",82.1,61.8,1018.5,9.3,810
"1288",77.2,54,1019.5,6,737
"1289",78.6,58.7,1020.4,6.2,798
"1290",81.9,61.1,1018.6,7.5,819
"1291",78.3,66.5,1017,4.9,788
"1292",80.2,68.6,1014.8,3.5,812
"1293",82.3,70.6,1012.7,4,786
"1294",76.6,57.3,1016.1,8.3,745
"1295",72.1,54,1019.2,7.4,840
"1296",75.8,55.4,1015,7,778
"1297",75.7,63.8,1005.6,10.9,823
"1298",71.5,65.9,1005.4,10.7,800
"1299",70.7,65.7,1010.1,13.9,795
"1300",72.3,62.4,1013,9.2,846
"1301",75.1,62.8,1014.4,4,798
"1302",78.8,58.3,1015.3,6.7,808
"1303",76.6,59.2,1012.5,8.5,801
"1304",70.2,54.4,1015.6,7.8,800
"1305",71.2,52.4,1018.9,5.2,808
"1306",71.9,55.2,1019,2.9,776
"1307",72.5,58.5,1018.1,4.2,782
"1308",72.9,60.8,1016.2,7.3,830
"1309",73.3,58.9,1014.1,5.3,942
"1310",76.8,61.9,1013.4,7.8,854
"1311",77.1,60,1016,3.4,891
"1312",82,63.3,1016.4,7,904
"1313",84.7,64.3,1016.8,11.4,860
"1314",77.6,67,1016.4,6.9,803
"1315",75.3,67.5,1014.3,4.5,785
"1316",74,65,1012.9,4.8,792
"1317",77.9,65,1012.8,8,769
"1318",76.1,67.1,1013.4,8.3,858
"1319",76.9,61.8,1014.9,5.4,860
"1320",78.7,60.4,1018.3,4.8,843
"1321",77.1,61.1,1018.3,2.9,824
"1322",79.2,61.3,1015.1,4.1,829
"1323",79.8,65.2,1013.2,4.6,799
"1324",77.3,68,1012.9,3.7,836
"1325",74.9,67.1,1013.2,4.3,810
"1326",75.3,67.2,1015.5,7.9,912
"1327",75.6,65.8,1014.8,5.1,793
