"","month","year","temp","dewp","NUM_CRIMES"
"714","Jan",2017,38.2,36.9,718
"715","Jan",2017,18.2,9,612
"716","Jan",2017,9.3,-1.5,611
"717","Jan",2017,4.4,-6.4,601
"718","Jan",2017,6.5,-4.8,618
"719","Jan",2017,9.2,-4.2,591
"720","Jan",2017,21.5,10.5,713
"721","Jan",2017,37.5,32.2,705
"722","Jan",2017,31.6,26.3,663
"723","Jan",2017,26.1,23.2,644
"724","Jan",2017,19.9,9.7,800
"725","Jan",2017,28.9,19.3,685
"726","Jan",2017,26,17.5,656
"727","Jan",2017,32.6,28.2,652
"728","Jan",2017,37.2,36.2,705
"729","Jan",2017,34.7,32.9,707
"730","Jan",2017,35.8,33.4,738
"731","Jan",2017,39,37.6,783
"732","Jan",2017,48.2,44.3,786
"733","Jan",2017,42.8,39.6,742
"734","Jan",2017,39.4,36.1,789
"735","Jan",2017,36.6,32.7,736
"736","Jan",2017,37.2,34.3,748
"737","Jan",2017,33.2,29.6,675
"738","Jan",2017,27.8,20.6,784
"739","Jan",2017,26.7,20.2,731
"740","Jan",2017,26.8,16.5,634
"741","Jan",2017,22.1,9.7,756
"742","Jan",2017,36,29.3,734
"743","Feb",2017,34.6,25.7,847
"744","Feb",2017,20.6,6.9,671
"745","Feb",2017,19.1,3.5,670
"746","Feb",2017,21.6,5.5,638
"747","Feb",2017,32.7,17.2,695
"748","Feb",2017,33.5,26.3,762
"749","Feb",2017,43.8,43.1,693
"750","Feb",2017,30.7,23.1,666
"751","Feb",2017,19,4.2,668
"752","Feb",2017,25.7,13.5,745
"753","Feb",2017,40.9,33.2,704
"754","Feb",2017,39.3,28.8,678
"755","Feb",2017,34.6,19.9,718
"756","Feb",2017,39.7,26.4,713
"757","Feb",2017,33.2,17.2,673
"758","Feb",2017,33.4,12.8,671
"759","Feb",2017,43.2,28.4,832
"760","Feb",2017,57.5,35.4,748
"761","Feb",2017,51.1,33.6,674
"762","Feb",2017,53,39.8,711
"763","Feb",2017,60.1,49.8,679
"764","Feb",2017,57.7,51.9,703
"765","Feb",2017,51.6,44.2,655
"766","Feb",2017,39.4,36.7,660
"767","Feb",2017,29.3,21.6,599
"768","Feb",2017,32.3,17.2,576
"769","Feb",2017,41.1,27.7,633
"770","Feb",2017,51.3,44.6,631
"771","Mar",2017,47.1,43.8,741
"772","Mar",2017,32,20.8,629
"773","Mar",2017,27.5,7.5,673
"774","Mar",2017,33.2,22.3,633
"775","Mar",2017,41.4,28.8,662
"776","Mar",2017,54.8,46.9,683
"777","Mar",2017,55.1,40.9,682
"778","Mar",2017,46.3,20.1,667
"779","Mar",2017,39,19.4,676
"780","Mar",2017,31.8,7.7,666
"781","Mar",2017,24,-5,659
"782","Mar",2017,26.5,3,553
"783","Mar",2017,29.5,22.1,541
"784","Mar",2017,23.5,7,607
"785","Mar",2017,29,10.9,668
"786","Mar",2017,38.2,30.1,709
"787","Mar",2017,42.3,32,674
"788","Mar",2017,40.8,29.5,605
"789","Mar",2017,48.6,38.3,696
"790","Mar",2017,43.7,29,650
"791","Mar",2017,33.5,19.3,647
"792","Mar",2017,36.8,20.4,666
"793","Mar",2017,58.3,39.3,779
"794","Mar",2017,42.7,37.9,695
"795","Mar",2017,51.3,47.2,702
"796","Mar",2017,50.4,46.8,722
"797","Mar",2017,43.8,36.6,673
"798","Mar",2017,40.9,34.7,669
"799","Mar",2017,43.3,39.1,691
"800","Mar",2017,39.3,35.8,777
"801","Apr",2017,44.6,26.3,831
"802","Apr",2017,49.7,27.1,690
"803","Apr",2017,50.4,39.7,697
"804","Apr",2017,48.9,43.3,712
"805","Apr",2017,44.8,39.3,633
"806","Apr",2017,42.9,33.8,668
"807","Apr",2017,43.8,22.4,705
"808","Apr",2017,49.9,27.1,696
"809","Apr",2017,64.1,44.1,761
"810","Apr",2017,68.8,53.2,683
"811","Apr",2017,46.8,39.6,703
"812","Apr",2017,47.7,35.7,726
"813","Apr",2017,49.7,33.7,665
"814","Apr",2017,54.1,41.1,773
"815","Apr",2017,69.7,54.7,817
"816","Apr",2017,68.1,52.5,687
"817","Apr",2017,58.8,35.5,752
"818","Apr",2017,55.4,39.2,735
"819","Apr",2017,64.7,52.7,758
"820","Apr",2017,56.5,46.6,713
"821","Apr",2017,50.4,35.4,815
"822","Apr",2017,49.7,29.8,701
"823","Apr",2017,54.5,26.3,703
"824","Apr",2017,55.3,34.4,736
"825","Apr",2017,63.7,43.5,757
"826","Apr",2017,69.5,54.1,758
"827","Apr",2017,54.3,48.3,716
"828","Apr",2017,48.4,38.2,832
"829","Apr",2017,45.5,36.9,616
"830","Apr",2017,43.6,41.3,657
"831","May",2017,49.6,43.5,863
"832","May",2017,45.8,37.8,689
"833","May",2017,47.6,33.4,739
"834","May",2017,48.7,34.5,741
"835","May",2017,49.1,37.3,799
"836","May",2017,51,36.2,713
"837","May",2017,48.3,24.6,630
"838","May",2017,46.1,25.8,705
"839","May",2017,48.1,33.2,707
"840","May",2017,55,38.7,663
"841","May",2017,54.8,46.7,737
"842","May",2017,58.6,41.2,849
"843","May",2017,62.1,44,724
"844","May",2017,62.4,43.9,712
"845","May",2017,62.5,42.9,871
"846","May",2017,74.1,57.7,748
"847","May",2017,78.3,58.2,835
"848","May",2017,74,57.7,775
"849","May",2017,48,40.7,776
"850","May",2017,51.4,44.6,664
"851","May",2017,60.8,52.9,791
"852","May",2017,57.5,42.6,795
"853","May",2017,60.7,53.3,739
"854","May",2017,56.9,51.7,762
"855","May",2017,58.8,50.7,763
"856","May",2017,60.2,51.4,767
"857","May",2017,61.7,52.8,800
"858","May",2017,67.6,55,705
"859","May",2017,68.7,46.6,768
"860","May",2017,64.2,44.3,814
"861","May",2017,63.8,43.5,739
"862","Jun",2017,66.4,40.6,895
"863","Jun",2017,70.5,41.5,841
"864","Jun",2017,73.4,48.6,823
"865","Jun",2017,80.1,58.5,820
"866","Jun",2017,70,55.7,737
"867","Jun",2017,64.5,44.5,826
"868","Jun",2017,66.7,43.7,787
"869","Jun",2017,69.1,42.9,769
"870","Jun",2017,74.3,52.7,816
"871","Jun",2017,75.6,53.9,785
"872","Jun",2017,81.8,55.9,813
"873","Jun",2017,85,60.5,742
"874","Jun",2017,79.9,62.5,808
"875","Jun",2017,77.3,64.4,769
"876","Jun",2017,76.2,64.4,823
"877","Jun",2017,76.8,59.9,835
"878","Jun",2017,78,66.7,827
"879","Jun",2017,74.4,63.6,786
"880","Jun",2017,70.2,54.4,745
"881","Jun",2017,67.2,52.8,802
"882","Jun",2017,67.7,53.1,786
"883","Jun",2017,78.5,63.5,818
"884","Jun",2017,76.9,62.2,778
"885","Jun",2017,69.6,51.5,819
"886","Jun",2017,64,46.6,796
"887","Jun",2017,64,46.1,787
"888","Jun",2017,64.6,44.4,772
"889","Jun",2017,67.6,50.8,707
"890","Jun",2017,74.4,63.8,776
"891","Jun",2017,73,65.3,778
"892","Jul",2017,75.1,60.1,934
"893","Jul",2017,74.4,56.3,780
"894","Jul",2017,73,62.2,864
"895","Jul",2017,72.3,61.2,796
"896","Jul",2017,76.2,61.3,859
"897","Jul",2017,80.7,64,781
"898","Jul",2017,80.9,66,758
"899","Jul",2017,70.5,55.3,759
"900","Jul",2017,73.4,51.8,823
"901","Jul",2017,77,66.1,779
"902","Jul",2017,76.4,68.3,769
"903","Jul",2017,75.4,70,691
"904","Jul",2017,78.2,69.2,820
"905","Jul",2017,70.9,59.7,798
"906","Jul",2017,69.7,58.2,889
"907","Jul",2017,71.8,61.5,812
"908","Jul",2017,67.4,56.2,847
"909","Jul",2017,73.7,59.2,792
"910","Jul",2017,80.5,68.1,769
"911","Jul",2017,76.7,69,761
"912","Jul",2017,79.7,69.7,758
"913","Jul",2017,77.4,69.7,755
"914","Jul",2017,78.8,67.5,842
"915","Jul",2017,70.6,60.1,782
"916","Jul",2017,71.2,57.7,850
"917","Jul",2017,74.9,62.1,752
"918","Jul",2017,77.9,68,790
"919","Jul",2017,73.6,60.1,851
"920","Jul",2017,72,53.6,800
"921","Jul",2017,73.3,57.5,818
"922","Jul",2017,75.7,57.2,794
"923","Aug",2017,76.7,63,774
"924","Aug",2017,74.7,66.6,849
"925","Aug",2017,63.1,54,924
"926","Aug",2017,67.7,53.3,928
"927","Aug",2017,70.7,56.7,865
"928","Aug",2017,69.5,57,773
"929","Aug",2017,70.2,50.4,768
"930","Aug",2017,72.9,55.9,769
"931","Aug",2017,73.8,57.8,790
"932","Aug",2017,71.3,61,765
"933","Aug",2017,68.4,56.4,813
"934","Aug",2017,68.8,53.3,730
"935","Aug",2017,72.4,56.9,815
"936","Aug",2017,75.4,63.8,795
"937","Aug",2017,75,64.2,795
"938","Aug",2017,77.3,68.8,768
"939","Aug",2017,74.2,61.3,859
"940","Aug",2017,74.2,58,892
"941","Aug",2017,75.1,59.5,776
"942","Aug",2017,78.1,68.7,754
"943","Aug",2017,75.9,63.6,780
"944","Aug",2017,69.6,49.6,747
"945","Aug",2017,66.7,53.2,801
"946","Aug",2017,63.6,47.9,772
"947","Aug",2017,66.9,50.2,779
"948","Aug",2017,68.4,54.8,756
"949","Aug",2017,69.8,60.1,688
"950","Aug",2017,67.7,62.2,724
"951","Aug",2017,70.3,58.5,788
"952","Aug",2017,69.3,56.8,736
"953","Sep",2017,64.2,49.1,920
"954","Sep",2017,62.3,46,772
"955","Sep",2017,68.1,54.6,757
"956","Sep",2017,73.3,56.8,716
"957","Sep",2017,63.2,48.4,704
"958","Sep",2017,57.8,43.9,648
"959","Sep",2017,59.8,45.3,728
"960","Sep",2017,62.4,49.1,702
"961","Sep",2017,63.5,47.7,736
"962","Sep",2017,60.8,45.7,739
"963","Sep",2017,62.2,47.9,691
"964","Sep",2017,65,51.8,726
"965","Sep",2017,65.8,57.5,706
"966","Sep",2017,68.4,60.5,734
"967","Sep",2017,73.4,59.4,808
"968","Sep",2017,76.9,60.3,826
"969","Sep",2017,76.6,61.8,812
"970","Sep",2017,67.7,54.3,772
"971","Sep",2017,69.9,62.1,708
"972","Sep",2017,74.8,63.9,827
"973","Sep",2017,83.4,65.4,807
"974","Sep",2017,83.7,66.4,798
"975","Sep",2017,82.7,64.7,830
"976","Sep",2017,81.1,62.8,811
"977","Sep",2017,79.4,58.2,821
"978","Sep",2017,80,58.5,749
"979","Sep",2017,69.9,53.9,726
"980","Sep",2017,62,43.5,717
"981","Sep",2017,64.1,45.3,810
"982","Sep",2017,61.1,43.7,745
"983","Oct",2017,59.1,40.5,852
"984","Oct",2017,69.3,47.2,752
"985","Oct",2017,72.8,57.1,738
"986","Oct",2017,71.4,61,742
"987","Oct",2017,64.6,47.9,747
"988","Oct",2017,64.2,59,748
"989","Oct",2017,69.5,61.1,712
"990","Oct",2017,64.6,53.3,718
"991","Oct",2017,66.1,51.6,746
"992","Oct",2017,61.6,54.1,703
"993","Oct",2017,58.8,55.8,617
"994","Oct",2017,57.8,53.1,765
"995","Oct",2017,61.4,54.1,768
"996","Oct",2017,63.6,59.5,647
"997","Oct",2017,60.2,53.7,639
"998","Oct",2017,51.7,39,763
"999","Oct",2017,57,38.8,719
"1000","Oct",2017,59.4,41.3,774
"1001","Oct",2017,61.4,37,773
"1002","Oct",2017,61.4,44.1,849
"1003","Oct",2017,67.5,51,814
"1004","Oct",2017,65.6,56.1,739
"1005","Oct",2017,52.3,49,740
"1006","Oct",2017,48.4,43.6,689
"1007","Oct",2017,44.1,32.5,714
"1008","Oct",2017,46.5,36.4,754
"1009","Oct",2017,45,32.9,819
"1010","Oct",2017,38.5,29.9,717
"1011","Oct",2017,39.9,26.6,696
"1012","Oct",2017,44.8,29.6,708
"1013","Oct",2017,37.8,21.9,757
"1014","Nov",2017,38.7,28.6,824
"1015","Nov",2017,46.6,43.8,722
"1016","Nov",2017,44.4,37.1,789
"1017","Nov",2017,45.7,39.9,756
"1018","Nov",2017,49.5,47,773
"1019","Nov",2017,41,30.6,717
"1020","Nov",2017,40,29,678
"1021","Nov",2017,36.6,25.5,758
"1022","Nov",2017,38.8,25.6,656
"1023","Nov",2017,24,9.5,678
"1024","Nov",2017,29.5,16.7,688
"1025","Nov",2017,37.6,29.7,666
"1026","Nov",2017,36.4,32.5,718
"1027","Nov",2017,38.9,32.5,700
"1028","Nov",2017,47.6,39.5,709
"1029","Nov",2017,36.2,26.8,765
"1030","Nov",2017,38.4,30.4,741
"1031","Nov",2017,42.8,39.5,698
"1032","Nov",2017,34.6,22.3,690
"1033","Nov",2017,38.1,24.8,762
"1034","Nov",2017,42.9,27.7,673
"1035","Nov",2017,28.7,14.7,656
"1036","Nov",2017,36.3,20.1,543
"1037","Nov",2017,44,29.9,683
"1038","Nov",2017,48.9,35.3,714
"1039","Nov",2017,37.5,24.2,665
"1040","Nov",2017,44.2,32.6,774
"1041","Nov",2017,55.3,34.6,783
"1042","Nov",2017,43.3,25.7,771
"1043","Nov",2017,46.3,28.8,751
"1044","Dec",2017,41.2,26.3,918
"1045","Dec",2017,42.1,28.4,758
"1046","Dec",2017,42.8,29.7,676
"1047","Dec",2017,55.4,39.9,809
"1048","Dec",2017,41.4,27.2,710
"1049","Dec",2017,30.6,12.9,712
"1050","Dec",2017,25.1,12.7,625
"1051","Dec",2017,24.7,9,735
"1052","Dec",2017,29.8,19.5,659
"1053","Dec",2017,25.9,15.4,664
"1054","Dec",2017,30.6,20.8,740
"1055","Dec",2017,24.1,13.6,684
"1056","Dec",2017,26.5,14.9,700
"1057","Dec",2017,24.1,13,718
"1058","Dec",2017,25.7,15.1,768
"1059","Dec",2017,38.1,23.3,772
"1060","Dec",2017,35.5,30.9,729
"1061","Dec",2017,42.4,35.2,727
"1062","Dec",2017,43.4,32.3,764
"1063","Dec",2017,34,17.3,704
"1064","Dec",2017,34.9,24.2,747
"1065","Dec",2017,37.8,29.6,784
"1066","Dec",2017,30.6,21,714
"1067","Dec",2017,2.5,-8.6,526
"1068","Dec",2017,1.1,-9.2,523
"1069","Dec",2017,6.2,-2.9,601
"1070","Dec",2017,12.2,5.9,574
"1071","Dec",2017,9.7,0.8,621
"1072","Dec",2017,0.4,-10,541
"1073","Jan",2018,-2.4,-12,562
"1074","Jan",2018,11.4,1.8,576
"1075","Jan",2018,7,-4.3,602
"1076","Jan",2018,4.6,-6.2,664
"1077","Jan",2018,5.3,-6.9,586
"1078","Jan",2018,16.9,5.6,533
"1079","Jan",2018,33.6,28.3,621
"1080","Jan",2018,30.9,26.9,652
"1081","Jan",2018,36.9,34.6,720
"1082","Jan",2018,55.5,51.3,701
"1083","Jan",2018,23.4,15.7,707
"1084","Jan",2018,12.9,-1.9,617
"1085","Jan",2018,11.8,-0.8,564
"1086","Jan",2018,19,13.9,531
"1087","Jan",2018,15.5,8.7,614
"1088","Jan",2018,13.2,5.8,649
"1089","Jan",2018,21.2,11,626
"1090","Jan",2018,32.2,20.2,709
"1091","Jan",2018,39.2,28.6,731
"1092","Jan",2018,40.2,36.8,718
"1093","Jan",2018,47.2,44.6,724
"1094","Jan",2018,35.5,30,719
"1095","Jan",2018,28.6,21.3,613
"1096","Jan",2018,31.2,23.6,641
"1097","Jan",2018,41,31.1,763
"1098","Jan",2018,47.2,30,754
"1099","Jan",2018,35.3,26.9,671
"1100","Jan",2018,27.3,18.8,652
"1101","Jan",2018,21,9.9,637
"1102","Jan",2018,34.6,20.4,708
"1103","Feb",2018,27.8,13.9,741
"1104","Feb",2018,10.7,-6,674
"1105","Feb",2018,26.2,8.1,630
"1106","Feb",2018,25.8,17.8,513
"1107","Feb",2018,5.9,-4.4,543
"1108","Feb",2018,11.9,4.6,588
"1109","Feb",2018,16.7,9.7,544
"1110","Feb",2018,13.2,4.4,557
"1111","Feb",2018,18.8,11.1,534
"1112","Feb",2018,19.5,13.4,537
"1113","Feb",2018,15.2,2.5,572
"1114","Feb",2018,20,8.8,645
"1115","Feb",2018,32.1,25.1,661
"1116","Feb",2018,40.8,39.1,698
"1117","Feb",2018,35.7,25,664
"1118","Feb",2018,24.7,14.6,605
"1119","Feb",2018,27.1,21.9,587
"1120","Feb",2018,42.3,37.9,624
"1121","Feb",2018,58.8,55.4,645
"1122","Feb",2018,32.1,24.4,639
"1123","Feb",2018,33.3,24.5,677
"1124","Feb",2018,39.8,35.6,671
"1125","Feb",2018,36.2,30.1,681
"1126","Feb",2018,40.5,30.4,657
"1127","Feb",2018,40.4,25.8,625
"1128","Feb",2018,48.2,31.6,691
"1129","Feb",2018,51.1,38.3,646
"1130","Mar",2018,39.4,33,830
"1131","Mar",2018,37.5,23.2,692
"1132","Mar",2018,37.8,20.2,664
"1133","Mar",2018,37.7,20.4,649
"1134","Mar",2018,36.8,19.9,665
"1135","Mar",2018,35.1,30.6,653
"1136","Mar",2018,30.9,22.2,656
"1137","Mar",2018,27.9,14.3,660
"1138","Mar",2018,29.8,15.4,745
"1139","Mar",2018,32.5,17.3,684
"1140","Mar",2018,34.3,20,619
"1141","Mar",2018,36.7,21.6,661
"1142","Mar",2018,31.9,20.1,638
"1143","Mar",2018,30.1,14.4,665
"1144","Mar",2018,39.6,24.6,691
"1145","Mar",2018,32.4,21.4,703
"1146","Mar",2018,37.2,21.8,777
"1147","Mar",2018,39.9,19.3,689
"1148","Mar",2018,40.7,24.8,660
"1149","Mar",2018,33.1,21.9,712
"1150","Mar",2018,33.3,20,689
"1151","Mar",2018,34.3,17.7,670
"1152","Mar",2018,35.6,21.1,752
"1153","Mar",2018,35.6,21.6,649
"1154","Mar",2018,33.8,16.3,677
"1155","Mar",2018,39.3,20.6,696
"1156","Mar",2018,48.9,44,674
"1157","Mar",2018,44.7,35.3,689
"1158","Mar",2018,45,38.4,629
"1159","Mar",2018,38.8,27.2,704
"1160","Mar",2018,44,31.1,690
"1161","Apr",2018,32.3,15.1,736
"1162","Apr",2018,31.6,15.4,674
"1163","Apr",2018,38.9,32.4,605
"1164","Apr",2018,31.8,23.9,701
"1165","Apr",2018,31.6,16,672
"1166","Apr",2018,35.1,25,695
"1167","Apr",2018,28.2,8,635
"1168","Apr",2018,30.7,11.5,618
"1169","Apr",2018,32.8,26.6,661
"1170","Apr",2018,35.7,24,714
"1171","Apr",2018,47.8,30.8,769
"1172","Apr",2018,55.6,41.2,751
"1173","Apr",2018,43.4,37.1,781
"1174","Apr",2018,38.8,35.9,689
"1175","Apr",2018,35.2,32.1,603
"1176","Apr",2018,30.5,24.6,733
"1177","Apr",2018,34.7,21.1,699
"1178","Apr",2018,34.8,25.4,627
"1179","Apr",2018,39.3,29,724
"1180","Apr",2018,46.6,21.6,803
"1181","Apr",2018,47.4,19.2,677
"1182","Apr",2018,50.1,22,698
"1183","Apr",2018,50.8,27.9,716
"1184","Apr",2018,54.6,37.7,713
"1185","Apr",2018,49.1,34.4,750
"1186","Apr",2018,48.4,28.8,733
"1187","Apr",2018,53.2,30.9,772
"1188","Apr",2018,42.4,29.2,679
"1189","Apr",2018,43.3,21,725
"1190","Apr",2018,56.2,19.4,790
"1191","May",2018,76.9,51,789
"1192","May",2018,64.3,59.2,742
"1193","May",2018,65.4,53.7,814
"1194","May",2018,69.7,44.1,853
"1195","May",2018,62.3,42.4,716
"1196","May",2018,59.1,40.1,805
"1197","May",2018,68.5,40,805
"1198","May",2018,69.7,48.1,792
"1199","May",2018,66,53.3,779
"1200","May",2018,51.7,42.3,729
"1201","May",2018,46.4,41.8,699
"1202","May",2018,52.2,47.5,690
"1203","May",2018,62.1,54.7,788
"1204","May",2018,63.8,57.4,743
"1205","May",2018,61.8,43.4,759
"1206","May",2018,63.2,46.3,795
"1207","May",2018,57,44.1,800
"1208","May",2018,60.1,55.9,759
"1209","May",2018,51.2,45.6,764
"1210","May",2018,52.8,48.4,714
"1211","May",2018,59,54.9,797
"1212","May",2018,63.8,52,781
"1213","May",2018,71.3,52.5,820
"1214","May",2018,77.6,54.8,805
"1215","May",2018,78.9,62.1,854
"1216","May",2018,82.8,61.4,882
"1217","May",2018,82.7,61.3,888
"1218","May",2018,76.6,59.8,875
"1219","May",2018,75.3,63.5,847
"1220","May",2018,76.9,66,841
"1221","Jun",2018,59.5,50.8,820
"1222","Jun",2018,66.6,53.6,835
"1223","Jun",2018,66.5,47.9,790
"1224","Jun",2018,67,47.8,752
"1225","Jun",2018,60.9,46.5,815
"1226","Jun",2018,71.4,56.1,767
"1227","Jun",2018,64.2,53.3,774
"1228","Jun",2018,66.1,58.5,816
"1229","Jun",2018,64.5,61,731
"1230","Jun",2018,64,60.2,748
"1231","Jun",2018,69.3,63.8,794
"1232","Jun",2018,74.7,60.5,751
"1233","Jun",2018,73,50.3,758
"1234","Jun",2018,74.4,55,842
"1235","Jun",2018,80.8,67.8,826
"1236","Jun",2018,85.9,69.8,828
"1237","Jun",2018,86.5,70.3,846
"1238","Jun",2018,70.9,65.5,795
"1239","Jun",2018,69,62.2,891
"1240","Jun",2018,65.8,61.5,667
"1241","Jun",2018,62.4,58.4,723
"1242","Jun",2018,68.1,57,839
"1243","Jun",2018,72.7,59.1,870
"1244","Jun",2018,68.9,59.1,854
"1245","Jun",2018,73.3,62.4,795
"1246","Jun",2018,72.8,66.4,827
"1247","Jun",2018,76.2,64.6,822
"1248","Jun",2018,82.1,68.8,780
"1249","Jun",2018,87.1,74.7,867
"1250","Jul",2018,77,63.2,860
"1251","Jul",2018,77.7,61.3,826
"1252","Jul",2018,83.4,71,829
"1253","Jul",2018,81.4,70.9,841
"1254","Jul",2018,74,58.2,890
"1255","Jul",2018,70.6,48.1,831
"1256","Jul",2018,74.8,51.7,825
"1257","Jul",2018,79.4,58.7,802
"1258","Jul",2018,82.1,61.8,810
"1259","Jul",2018,77.2,54,737
"1260","Jul",2018,78.6,58.7,798
"1261","Jul",2018,81.9,61.1,819
"1262","Jul",2018,78.3,66.5,788
"1263","Jul",2018,80.2,68.6,812
"1264","Jul",2018,82.3,70.6,786
"1265","Jul",2018,76.6,57.3,745
"1266","Jul",2018,72.1,54,840
"1267","Jul",2018,75.8,55.4,778
"1268","Jul",2018,75.7,63.8,823
"1269","Jul",2018,71.5,65.9,800
"1270","Jul",2018,70.7,65.7,795
"1271","Jul",2018,72.3,62.4,846
"1272","Jul",2018,75.1,62.8,798
"1273","Jul",2018,78.8,58.3,808
"1274","Jul",2018,76.6,59.2,801
"1275","Jul",2018,70.2,54.4,800
"1276","Jul",2018,71.2,52.4,808
"1277","Jul",2018,71.9,55.2,776
"1278","Jul",2018,72.5,58.5,782
"1279","Jul",2018,72.9,60.8,830
"1280","Aug",2018,73.3,58.9,942
"1281","Aug",2018,76.8,61.9,854
"1282","Aug",2018,77.1,60,891
"1283","Aug",2018,82,63.3,904
"1284","Aug",2018,84.7,64.3,860
"1285","Aug",2018,77.6,67,803
"1286","Aug",2018,75.3,67.5,785
"1287","Aug",2018,74,65,792
"1288","Aug",2018,77.9,65,769
"1289","Aug",2018,76.1,67.1,858
"1290","Aug",2018,76.9,61.8,860
"1291","Aug",2018,78.7,60.4,843
"1292","Aug",2018,77.1,61.1,824
"1293","Aug",2018,79.2,61.3,829
"1294","Aug",2018,79.8,65.2,799
"1295","Aug",2018,77.3,68,836
"1296","Aug",2018,74.9,67.1,810
"1297","Aug",2018,75.3,67.2,912
"1298","Aug",2018,75.6,65.8,793
"1299","Aug",2018,75.1,66.6,748
"1300","Aug",2018,71.7,66,722
"1301","Aug",2018,69.4,54.1,850
"1302","Aug",2018,69.9,51.6,728
"1303","Aug",2018,68.4,55.6,790
"1304","Aug",2018,70.9,65.6,837
"1305","Aug",2018,80.8,72.4,792
"1306","Aug",2018,85.4,70.9,825
"1307","Aug",2018,82.2,70.6,802
"1308","Aug",2018,71.6,65.3,751
"1309","Aug",2018,67.7,56.6,821
"1310","Aug",2018,69.9,59,833
"1311","Sep",2018,79.8,69.3,832
"1312","Sep",2018,77.1,69.4,776
"1313","Sep",2018,79.3,69.5,820
"1314","Sep",2018,82.5,68.1,717
"1315","Sep",2018,68.5,63,741
"1316","Sep",2018,67.1,58.8,730
"1317","Sep",2018,66.7,52.3,790
"1318","Sep",2018,64.3,51.8,665
"1319","Sep",2018,64.9,55.2,716
"1320","Sep",2018,66.9,56.5,692
"1321","Sep",2018,70.8,56.9,714
"1322","Sep",2018,69,56.6,687
"1323","Sep",2018,73.1,60.2,869
"1324","Sep",2018,73.5,61.3,809
"1325","Sep",2018,76.1,65.3,819
"1326","Sep",2018,79,64.3,786
"1327","Sep",2018,73.3,63.9,737
"1328","Sep",2018,69.5,62.1,762
"1329","Sep",2018,75.3,67.1,829
"1330","Sep",2018,79,60.7,825
"1331","Sep",2018,58.6,42.8,799
"1332","Sep",2018,59.7,48.7,735
"1333","Sep",2018,65,57.3,796
"1334","Sep",2018,72.9,64.5,751
"1335","Sep",2018,60.9,49.2,752
"1336","Sep",2018,58.7,43.3,708
"1337","Sep",2018,58.3,44.5,793
"1338","Sep",2018,50.4,38.7,732
"1339","Sep",2018,56.6,49.4,741
"1340","Oct",2018,60.8,55.7,918
"1341","Oct",2018,62.1,57.8,717
"1342","Oct",2018,69.7,60.3,676
"1343","Oct",2018,65.9,53.6,698
"1344","Oct",2018,57.3,51.2,654
"1345","Oct",2018,63.6,61,726
"1346","Oct",2018,57.9,53.4,718
"1347","Oct",2018,69.4,63.5,743
"1348","Oct",2018,76.3,65.2,746
"1349","Oct",2018,72.8,64.7,724
"1350","Oct",2018,50.3,38.1,679
"1351","Oct",2018,40.5,30.9,707
"1352","Oct",2018,40.9,33.3,744
"1353","Oct",2018,46.4,38.4,702
"1354","Oct",2018,43.8,34.4,705
"1355","Oct",2018,43.4,29.2,667
"1356","Oct",2018,47.7,30.9,690
"1357","Oct",2018,45,26.5,725
"1358","Oct",2018,49.4,35.3,766
"1359","Oct",2018,47.6,37,806
"1360","Oct",2018,37.4,20.4,644
"1361","Oct",2018,48,29.2,716
"1362","Oct",2018,49.2,32,736
"1363","Oct",2018,43.7,35.3,805
"1364","Oct",2018,43.9,34.3,721
"1365","Oct",2018,48.4,38.1,830
"1366","Oct",2018,49.1,40.1,788
"1367","Oct",2018,47.2,42.5,717
"1368","Oct",2018,46.9,38.7,723
"1369","Oct",2018,51.5,42.9,766
"1370","Oct",2018,53.5,46,885
"1371","Nov",2018,50.5,37.3,939
"1372","Nov",2018,44.1,34.9,786
"1373","Nov",2018,42.2,31.8,784
"1374","Nov",2018,48,41.8,685
"1375","Nov",2018,48.1,42.1,706
"1376","Nov",2018,47.7,43.2,763
"1377","Nov",2018,38.3,27.9,685
"1378","Nov",2018,35.2,24.2,676
"1379","Nov",2018,34.1,27,718
"1380","Nov",2018,25,12.9,651
"1381","Nov",2018,32.5,19.8,648
"1382","Nov",2018,33,23.5,687
"1383","Nov",2018,24.6,11.5,609
"1384","Nov",2018,24.7,12.8,639
"1385","Nov",2018,31,25.9,692
"1386","Nov",2018,34.1,28.7,733
"1387","Nov",2018,33.8,29.8,670
"1388","Nov",2018,32.8,24.7,630
"1389","Nov",2018,27.7,22.2,639
"1390","Nov",2018,31.4,21.9,699
"1391","Nov",2018,32.2,23.1,741
"1392","Nov",2018,34.1,24.1,542
"1393","Nov",2018,39.7,32.5,750
"1394","Nov",2018,44.9,40.8,697
"1395","Nov",2018,38.4,34,574
"1396","Nov",2018,30.1,26.7,561
"1397","Nov",2018,23.6,16.7,637
"1398","Nov",2018,21.7,15.1,715
"1399","Nov",2018,29.9,23.6,675
"1400","Nov",2018,33.8,27.8,752
"1401","Dec",2018,37.7,34.7,818
"1402","Dec",2018,41.4,38.6,711
"1403","Dec",2018,34.4,29.4,771
"1404","Dec",2018,30.5,22.1,724
"1405","Dec",2018,28.3,19.5,712
"1406","Dec",2018,30.7,21.7,719
"1407","Dec",2018,20.7,11.2,747
"1408","Dec",2018,24.3,13.2,739
"1409","Dec",2018,24.3,17,691
