"","temp","dewp","max","min","NUM_CRIMES"
"754",39.4,36.1,46,37,789
"755",36.6,32.7,42.1,34,736
"756",37.2,34.3,42.1,35.1,748
"757",33.2,29.6,42.1,30,675
"758",27.8,20.6,34,24.1,784
"759",26.7,20.2,30.9,24.1,731
"760",26.8,16.5,28.9,24.1,634
"761",22.1,9.7,30,15.1,756
"762",36,29.3,39,15.1,734
"763",34.6,25.7,39,30,847
"764",20.6,6.9,37.9,14,671
"765",19.1,3.5,28,14,670
"766",21.6,5.5,33.1,10,638
"767",32.7,17.2,37.9,12,695
"768",33.5,26.3,55,21,762
"769",43.8,43.1,50,41,693
"770",30.7,23.1,50,25,666
"771",19,4.2,32,12.9,668
"772",25.7,13.5,39.9,12.9,745
"773",40.9,33.2,48.9,34,704
"774",39.3,28.8,48.9,34,678
"775",34.6,19.9,46.9,25,718
"776",39.7,26.4,50,25.2,713
"777",33.2,17.2,50,26.1,673
"778",33.4,12.8,41,27,671
"779",43.2,28.4,66.9,27,832
"780",57.5,35.4,70,44.1,748
"781",51.1,33.6,70,35.1,674
"782",53,39.8,70,35.1,711
"783",60.1,49.8,70,41,679
"784",57.7,51.9,68,48.9,703
"785",51.6,44.2,68,37.9,655
"786",39.4,36.7,39.9,37.9,660
"787",29.3,21.6,39.9,23,599
"788",32.3,17.2,48.9,21,576
"789",41.1,27.7,54,21.2,633
"790",51.3,44.6,60.1,45,631
"791",47.1,43.8,60.1,32,741
"792",32,20.8,34,28.9,629
"793",27.5,7.5,35.1,21,673
"794",33.2,22.3,42.1,21.9,633
"795",41.4,28.8,60.1,28.2,662
"796",54.8,46.9,61,52,683
"797",55.1,40.9,64.9,44.1,682
"798",46.3,20.1,64.9,41,667
"799",39,19.4,53.1,28.9,676
"800",31.8,7.7,42.1,26.1,666
"801",24,-5,37,18,659
"802",26.5,3,36,18,553
"803",29.5,22.1,36,18,541
"804",25.2,17.3,30.9,19,474
"805",23.5,7,33.1,16,607
"806",29,10.9,42.1,16,668
"807",38.2,30.1,50,19.2,709
"808",42.3,32,50,36,674
"809",40.8,29.5,53.1,28.9,605
"810",48.6,38.3,54,29.1,696
"811",43.7,29,54,35.1,650
"812",33.5,19.3,37.9,28.9,647
"813",36.8,20.4,50,28,666
"814",58.3,39.3,82,29.1,779
"815",42.7,37.9,46,41,695
"816",51.3,47.2,62.1,41,702
"817",50.4,46.8,62.1,45,722
"818",43.8,36.6,52,41,673
"819",40.9,34.7,50,35.1,669
"820",43.3,39.1,48.9,35.1,691
"821",39.3,35.8,45,37,777
"822",44.6,26.3,59,34,831
"823",49.7,27.1,61,34,690
"824",50.4,39.7,61,42.1,697
"825",48.9,43.3,55.9,46,712
"826",44.8,39.3,55.9,39.9,633
"827",42.9,33.8,50,37.4,668
"828",43.8,22.4,54,37,705
"829",49.9,27.1,68,37,696
"830",64.1,44.1,75.9,57,761
"831",68.8,53.2,78.1,46.9,683
"832",46.8,39.6,53.1,42.1,703
"833",47.7,35.7,59,36,726
"834",49.7,33.7,59,42.1,665
"835",54.1,41.1,66,46.9,773
"836",69.7,54.7,82,46.9,817
"837",68.1,52.5,82,59,687
"838",58.8,35.5,73,44.1,752
"839",55.4,39.2,75.9,41,735
"840",64.7,52.7,75.9,41,758
"841",56.5,46.6,73,45,713
"842",50.4,35.4,57.9,44.1,815
"843",49.7,29.8,60.1,42.1,701
"844",54.5,26.3,72,37,703
"845",55.3,34.4,73,37,736
"846",63.7,43.5,79,39.9,757
"847",69.5,54.1,79,52,758
"848",54.3,48.3,73.9,44.1,716
"849",48.4,38.2,62.1,39.9,832
"850",45.5,36.9,55,39.2,616
"851",43.6,41.3,46.9,39.9,657
"852",49.6,43.5,57,43,863
"853",45.8,37.8,57,41,689
"854",47.6,33.4,55.9,35.1,739
"855",48.7,34.5,55.9,35.1,741
"856",49.1,37.3,61,41,799
"857",51,36.2,61,41,713
"858",48.3,24.6,59,36,630
"859",46.1,25.8,59,34,705
"860",48.1,33.2,61,34,707
"861",55,38.7,66.9,42.1,663
"862",54.8,46.7,66.9,44.1,737
"863",58.6,41.2,73,45,849
"864",62.1,44,82,45,724
"865",62.4,43.9,82,46.9,712
"866",62.5,42.9,82,50,871
"867",74.1,57.7,87.1,50,748
"868",78.3,58.2,87.1,61,835
"869",74,57.7,84,62.1,775
"870",48,40.7,73.9,43,776
"871",51.4,44.6,64,43,664
"872",60.8,52.9,64.9,48,791
"873",57.5,42.6,73,48,795
"874",60.7,53.3,73,48,739
"875",56.9,51.7,62.1,53.1,762
"876",58.8,50.7,69.1,53.1,763
"877",60.2,51.4,71.1,52,767
"878",61.7,52.8,78.1,52,800
"879",67.6,55,78.1,52,705
"880",68.7,46.6,77,55.9,768
"881",64.2,44.3,77,54,814
"882",63.8,43.5,73.9,52,739
"883",66.4,40.6,81,51.1,895
"884",70.5,41.5,86,51.1,841
"885",73.4,48.6,86,53.1,823
"886",80.1,58.5,91.9,57,820
"887",70,55.7,91.9,62.1,737
"888",64.5,44.5,75.9,54,826
"889",66.7,43.7,77,54,787
"890",69.1,42.9,82.9,53.1,769
"891",74.3,52.7,87.1,53.1,816
"892",75.6,53.9,90,64,785
"893",81.8,55.9,93,64,813
"894",85,60.5,95,73,742
"895",79.9,62.5,95,68,808
"896",77.3,64.4,91.9,68,769
"897",76.2,64.4,91.9,68,823
"898",76.8,59.9,91,66.9,835
"899",78,66.7,87.1,66.9,827
"900",74.4,63.6,87.1,69.1,786
"901",70.2,54.4,80.1,63,745
"902",67.2,52.8,80.1,57.9,802
"903",67.7,53.1,80.1,55,786
"904",78.5,63.5,88,55,818
"905",76.9,62.2,88,66.9,778
"906",69.6,51.5,82.9,61,819
"907",64,46.6,75,54,796
"908",64,46.1,75,54,787
"909",64.6,44.4,78.1,50,772
"910",67.6,50.8,80.1,50,707
"911",74.4,63.8,81,57.9,776
"912",73,65.3,84,64,778
"913",75.1,60.1,84,66,934
"914",74.4,56.3,89.1,62.1,780
"915",73,62.2,89.1,62.1,864
"916",72.3,61.2,82.9,64,796
"917",76.2,61.3,89.1,64,859
"918",80.7,64,93,64.9,781
"919",80.9,66,93,69.1,758
"920",70.5,55.3,89.1,62.1,759
"921",73.4,51.8,86,62.1,823
"922",77,66.1,86,63,779
"923",76.4,68.3,84.9,66.9,769
"924",75.4,70,84.9,68,691
"925",78.2,69.2,82.9,72,820
"926",70.9,59.7,82.9,64.9,798
"927",69.7,58.2,81,60.1,889
"928",71.8,61.5,81,60.1,812
"929",67.4,56.2,79,55.9,847
"930",73.7,59.2,89.1,55.9,792
"931",80.5,68.1,89.1,60.1,769
"932",76.7,69,88,69.1,761
"933",79.7,69.7,89.1,70,758
"934",77.4,69.7,89.1,72,755
"935",78.8,67.5,90,70,842
"936",70.6,60.1,73,66,782
"937",71.2,57.7,82,61,850
"938",74.9,62.1,84.9,64.9,752
"939",77.9,68,84.9,64.9,790
"940",73.6,60.1,82,69.1,851
"941",72,53.6,79,64,800
"942",73.3,57.5,84,62.1,818
"943",75.7,57.2,86,62.1,794
"944",76.5,61.2,86,66.9,961
"945",76.7,63,87.1,66,774
"946",74.7,66.6,87.1,66,849
"947",63.1,54,84,55.9,924
"948",67.7,53.3,80.1,55.9,928
"949",70.7,56.7,80.1,60.1,865
"950",69.5,57,77,63,773
"951",70.2,50.4,84,57.9,768
"952",72.9,55.9,84,57.9,769
"953",73.8,57.8,84,61,790
"954",71.3,61,84,62.1,765
"955",68.4,56.4,78.1,60.1,813
"956",68.8,53.3,80.1,57,730
"957",72.4,56.9,82.9,57,815
"958",75.4,63.8,84,62.1,795
"959",75,64.2,88,66.9,795
"960",77.3,68.8,88,66.9,768
"961",74.2,61.3,82,66.9,859
"962",74.2,58,86,63,892
"963",75.1,59.5,90,63,776
"964",78.1,68.7,90,63,754
"965",75.9,63.6,87.1,71.1,780
"966",69.6,49.6,82,60.1,747
"967",66.7,53.2,79,60.1,801
"968",63.6,47.9,75,52,772
"969",66.9,50.2,78.1,52,779
"970",68.4,54.8,78.1,55.9,756
"971",69.8,60.1,80.1,62.1,688
"972",67.7,62.2,80.1,61,724
"973",70.3,58.5,82,60.1,788
"974",69.3,56.8,82,60.1,736
"975",64.2,49.1,73,57.9,920
"976",62.3,46,75,50,772
"977",68.1,54.6,84,50,757
"978",73.3,56.8,84,57,716
"979",63.2,48.4,82,54,704
"980",57.8,43.9,70,48.9,648
"981",59.8,45.3,71.1,48.9,728
"982",62.4,49.1,71.1,52,702
"983",63.5,47.7,72,55.9,736
"984",60.8,45.7,72,50,739
"985",62.2,47.9,75,50,691
"986",65,51.8,77,52,726
"987",65.8,57.5,77,54,706
"988",68.4,60.5,81,57.9,734
"989",73.4,59.4,87.1,59,808
"990",76.9,60.3,88,62.1,826
"991",76.6,61.8,88,64.9,812
"992",67.7,54.3,86,57.9,772
"993",69.9,62.1,79,57.9,708
"994",74.8,63.9,91.9,62.1,827
"995",83.4,65.4,93.9,62.1,807
"996",83.7,66.4,93.9,71.1,798
"997",82.7,64.7,95,71.1,830
"998",81.1,62.8,95,70,811
"999",79.4,58.2,93,66.9,821
"1000",80,58.5,91.9,66.9,749
"1001",69.9,53.9,91.9,63,726
"1002",62,43.5,73.9,53.1,717
"1003",64.1,45.3,73.9,60.1,810
"1004",61.1,43.7,70,55.9,745
"1005",59.1,40.5,72,48,852
"1006",69.3,47.2,82.9,48,752
"1007",72.8,57.1,82.9,57.9,738
"1008",71.4,61,78.1,64.9,742
"1009",64.6,47.9,77,54,747
"1010",64.2,59,77,54,748
"1011",69.5,61.1,79,60.1,712
"1012",64.6,53.3,79,54,718
"1013",66.1,51.6,81,52,746
"1014",61.6,54.1,64.9,57.9,703
"1015",58.8,55.8,63,57,617
"1016",57.8,53.1,62.1,55.9,765
"1017",61.4,54.1,73,55,768
"1018",63.6,59.5,73,55,647
"1019",60.2,53.7,68,51.8,639
"1020",51.7,39,68,43,763
"1021",57,38.8,70,43,719
"1022",59.4,41.3,71.1,46.9,774
"1023",61.4,37,71.1,46.9,773
"1024",61.4,44.1,78.1,51.1,849
"1025",67.5,51,78.1,51.1,814
"1026",65.6,56.1,72,51.8,739
"1027",52.3,49,54,51.1,740
"1028",48.4,43.6,54,46,689
"1029",44.1,32.5,53.1,37.9,714
"1030",46.5,36.4,60.1,36,754
"1031",45,32.9,60.1,36,819
"1032",38.5,29.9,53.1,36,717
"1033",39.9,26.6,46,33.1,696
"1034",44.8,29.6,50,34,708
"1035",37.8,21.9,50,34,757
"1036",38.7,28.6,44.1,34,824
"1037",46.6,43.8,51.1,36,722
"1038",44.4,37.1,51.1,37.9,789
"1039",45.7,39.9,48.2,44.1,756
"1040",49.5,47,52,42.1,773
"1041",41,30.6,52,32,717
"1042",40,29,45,33.1,678
"1043",36.6,25.5,46,28.9,758
"1044",38.8,25.6,46,29.1,656
"1045",24,9.5,33.1,17.6,678
"1046",29.5,16.7,36,18,688
"1047",37.6,29.7,39.9,26.2,666
"1048",36.4,32.5,39.9,30.9,718
"1049",38.9,32.5,48.9,30,700
"1050",47.6,39.5,52,30.2,709
"1051",36.2,26.8,52,33.1,765
"1052",38.4,30.4,45,33.1,741
"1053",42.8,39.5,48.2,35.1,698
"1054",34.6,22.3,48,30,690
"1055",38.1,24.8,52,30,762
"1056",42.9,27.7,52,30.2,673
"1057",28.7,14.7,44.1,21.9,656
"1058",36.3,20.1,46,23,543
"1059",44,29.9,63,32,683
"1060",48.9,35.3,63,32,714
"1061",37.5,24.2,55,27,665
"1062",44.2,32.6,55.9,27.1,774
"1063",55.3,34.6,61,50,783
"1064",43.3,25.7,61,34,771
"1065",46.3,28.8,54,34,751
"1066",41.2,26.3,54,28,918
"1067",42.1,28.4,54,28.2,758
"1068",42.8,29.7,57.9,28.9,676
"1069",55.4,39.9,64.9,46.9,809
"1070",41.4,27.2,64.9,30,710
"1071",30.6,12.9,44.1,27,712
"1072",25.1,12.7,35.1,19,625
"1073",24.7,9,37,18,735
"1074",29.8,19.5,37,18,659
"1075",25.9,15.4,35.1,19.9,664
"1076",30.6,20.8,39,19.9,740
"1077",24.1,13.6,39,17.1,684
"1078",26.5,14.9,37.9,18,700
"1079",24.1,13,37.9,16,718
"1080",25.7,15.1,34,17.1,768
"1081",38.1,23.3,46,21,772
"1082",35.5,30.9,46,27,729
"1083",42.4,35.2,46,29.1,727
"1084",43.4,32.3,50,39,764
"1085",34,17.3,50,27,704
"1086",34.9,24.2,39.9,27,747
"1087",37.8,29.6,39.9,32,784
"1088",30.6,21,39,24.1,714
"1089",21.1,12.4,33.1,19,504
"1090",16,7.1,21.9,10,394
"1091",2.5,-8.6,21,-2.9,526
"1092",1.1,-9.2,7,-4,523
"1093",6.2,-2.9,15.1,-4,601
"1094",12.2,5.9,15.1,0,574
"1095",9.7,0.8,15.8,3,621
"1096",0.4,-10,1.9,-0.9,541
"1097",-2,-12.9,12.9,-9,962
"1098",-2.4,-12,7,-9,562
"1099",11.4,1.8,17.1,-7.1,576
"1100",7,-4.3,17.1,0,602
"1101",4.6,-6.2,12,-0.9,664
"1102",5.3,-6.9,17.1,-2,586
"1103",16.9,5.6,30,-0.9,533
"1104",33.6,28.3,37,30,621
"1105",30.9,26.9,37,26.1,652
"1106",36.9,34.6,51.8,28,720
"1107",55.5,51.3,59,30.2,701
"1108",23.4,15.7,39,19,707
"1109",12.9,-1.9,23,6.1,617
"1110",11.8,-0.8,21,5,564
"1111",19,13.9,24.1,5,531
"1112",15.5,8.7,25,8.6,614
"1113",13.2,5.8,26.1,3.9,649
"1114",21.2,11,32,5,626
"1115",32.2,20.2,39.9,17.1,709
"1116",39.2,28.6,45,28.2,731
"1117",40.2,36.8,45,35.1,718
"1118",47.2,44.6,54,36,724
"1119",35.5,30,54,30,719
"1120",28.6,21.3,39,27,613
"1121",31.2,23.6,43,24.1,641
"1122",41,31.1,51.1,24.3,763
"1123",47.2,30,51.1,33.1,754
"1124",35.3,26.9,50,28,671
"1125",27.3,18.8,33.1,21.2,652
"1126",21,9.9,30,15.1,637
"1127",34.6,20.4,42.1,16,708
"1128",27.8,13.9,42.1,12.9,741
"1129",10.7,-6,19,5,674
"1130",26.2,8.1,41,5,630
"1131",25.8,17.8,41,12,513
"1132",5.9,-4.4,12,-2,543
"1133",11.9,4.6,21,-2,588
"1134",16.7,9.7,21,3,544
"1135",13.2,4.4,21,7,557
"1136",23.6,19.6,28,7,505
"1137",18.8,11.1,28,14,534
"1138",19.5,13.4,21.9,15.1,537
"1139",15.2,2.5,27,3.9,572
"1140",20,8.8,35.1,3.9,645
"1141",32.1,25.1,44.1,23,661
"1142",40.8,39.1,48,26.2,698
"1143",35.7,25,48,28.9,664
"1144",24.7,14.6,39,17.1,605
"1145",27.1,21.9,37.9,12,587
"1146",42.3,37.9,57.9,36,624
"1147",58.8,55.4,66,37.9,645
"1148",32.1,24.4,41,27,639
"1149",33.3,24.5,39.9,28.9,677
"1150",39.8,35.6,44.1,29.1,671
"1151",36.2,30.1,44.1,33.1,681
"1152",40.5,30.4,50,33.1,657
"1153",40.4,25.8,53.1,28,625
"1154",48.2,31.6,62.1,28.2,691
"1155",51.1,38.3,62.1,37,646
"1156",39.4,33,59,37,830
"1157",37.5,23.2,48,30,692
"1158",37.8,20.2,48,30.2,664
"1159",37.7,20.4,46,32,649
"1160",36.8,19.9,46,32,665
"1161",35.1,30.6,41,32,653
"1162",30.9,22.2,41,26.1,656
"1163",27.9,14.3,34,24.1,660
"1164",29.8,15.4,41,23,745
"1165",32.5,17.3,41,23,684
"1166",34.3,20,41,23,619
"1167",36.7,21.6,46,28,661
"1168",31.9,20.1,46,27,638
"1169",30.1,14.4,48,19,665
"1170",39.6,24.6,50,22.1,691
"1171",32.4,21.4,50,28,703
"1172",37.2,21.8,46,29.1,777
"1173",39.9,19.3,57,27,689
"1174",40.7,24.8,57,27.1,660
"1175",33.1,21.9,46,28.9,712
"1176",33.3,20,39.9,28.9,689
"1177",34.3,17.7,50,21.9,670
"1178",35.6,21.1,50,22.1,752
"1179",35.6,21.6,43,25.2,649
"1180",33.8,16.3,41,27,677
"1181",39.3,20.6,53.1,27.1,696
"1182",48.9,44,53.1,31.1,674
"1183",44.7,35.3,54,39,689
"1184",45,38.4,54,39,629
"1185",38.8,27.2,50,33.1,704
"1186",44,31.1,57.9,33.1,690
"1187",32.3,15.1,57.9,24.1,736
"1188",31.6,15.4,44.1,21,674
"1189",38.9,32.4,44.1,21.2,605
"1190",31.8,23.9,39.9,26.1,701
"1191",31.6,16,42.1,23,672
"1192",35.1,25,42.1,23.2,695
"1193",28.2,8,39,19.9,635
"1194",30.7,11.5,39,19.9,618
"1195",32.8,26.6,39,21,661
"1196",35.7,24,46,28,714
"1197",47.8,30.8,66,28.2,769
"1198",55.6,41.2,73,39,751
"1199",43.4,37.1,48,39.9,781
"1200",38.8,35.9,41,36,689
"1201",35.2,32.1,37,33.8,603
"1202",30.5,24.6,35.1,26.6,733
"1203",34.7,21.1,43,27.1,699
"1204",34.8,25.4,43,29.1,627
"1205",39.3,29,55,30.2,724
"1206",46.6,21.6,61,31.1,803
"1207",47.4,19.2,61,36,677
"1208",50.1,22,62.1,39,698
"1209",50.8,27.9,63,42.1,716
"1210",54.6,37.7,64.9,43,713
"1211",49.1,34.4,64.9,43,750
"1212",48.4,28.8,66,36,733
"1213",53.2,30.9,66,36,772
"1214",42.4,29.2,57.9,35.1,679
"1215",43.3,21,59,30.9,725
"1216",56.2,19.4,80.1,31.1,790
"1217",72.2,37.6,84.9,60.1,1011
"1218",76.9,51,86,60.1,789
"1219",64.3,59.2,86,57.9,742
"1220",65.4,53.7,73.9,54,814
"1221",69.7,44.1,82,57,853
"1222",62.3,42.4,82,53.1,716
"1223",59.1,40.1,75,46,805
"1224",68.5,40,81,46,805
"1225",69.7,48.1,81,57,792
"1226",66,53.3,81,57.9,779
"1227",51.7,42.3,73,46,729
"1228",46.4,41.8,52,44.1,699
"1229",52.2,47.5,66.9,44.1,690
"1230",62.1,54.7,82.9,45,788
"1231",63.8,57.4,82.9,53.1,743
"1232",61.8,43.4,79,46.9,759
"1233",63.2,46.3,79,46.9,795
"1234",57,44.1,69.1,52,800
"1235",60.1,55.9,69.1,52,759
"1236",51.2,45.6,69.1,44.1,764
"1237",52.8,48.4,64,44.1,714
"1238",59,54.9,66.9,48.9,797
"1239",63.8,52,80.1,52,781
"1240",71.3,52.5,87.1,52,820
"1241",77.6,54.8,89.1,57.9,805
"1242",78.9,62.1,90,66.9,854
"1243",82.8,61.4,97,70,882
"1244",82.7,61.3,97,70,888
"1245",76.6,59.8,95,66,875
"1246",75.3,63.5,87.1,66,847
"1247",76.9,66,89.1,66.9,841
"1248",70.8,59.1,89.1,60.1,1020
"1249",59.5,50.8,75.9,52,820
"1250",66.6,53.6,78.1,52,835
"1251",66.5,47.9,80.1,55,790
"1252",67,47.8,80.1,55,752
"1253",60.9,46.5,79,48,815
"1254",71.4,56.1,81,48,767
"1255",64.2,53.3,81,60.1,774
"1256",66.1,58.5,82,57,816
"1257",64.5,61,82,57,731
"1258",64,60.2,71.1,60.1,748
"1259",69.3,63.8,80.1,62.1,794
"1260",74.7,60.5,81,62.1,751
"1261",73,50.3,81,64,758
"1262",74.4,55,89.1,64,842
"1263",80.8,67.8,91.9,64,826
"1264",85.9,69.8,93,69.1,828
"1265",86.5,70.3,93.9,73.4,846
"1266",70.9,65.5,95,63,795
"1267",69,62.2,81,63,891
"1268",65.8,61.5,77,64,667
"1269",62.4,58.4,66.9,59,723
"1270",68.1,57,81,60.1,839
"1271",72.7,59.1,81,62.1,870
"1272",68.9,59.1,80.1,61,854
"1273",73.3,62.4,84,61,795
"1274",72.8,66.4,84,66.9,827
"1275",76.2,64.6,88,68,822
"1276",82.1,68.8,96.1,68,780
"1277",87.1,74.7,96.1,73,867
"1278",85.1,72,93.9,75.9,983
"1279",77,63.2,93.9,69.1,860
"1280",77.7,61.3,89.1,63,826
"1281",83.4,71,93,63,829
"1282",81.4,70.9,93,75,841
"1283",74,58.2,91.9,69.1,890
"1284",70.6,48.1,82,59,831
"1285",74.8,51.7,88,59,825
"1286",79.4,58.7,91,63,802
"1287",82.1,61.8,91,66.9,810
"1288",77.2,54,87.1,66.9,737
"1289",78.6,58.7,87.1,66.9,798
"1290",81.9,61.1,95,70,819
"1291",78.3,66.5,95,72,788
"1292",80.2,68.6,91,72,812
"1293",82.3,70.6,91,72,786
"1294",76.6,57.3,93,70,745
"1295",72.1,54,81,63,840
"1296",75.8,55.4,87.1,63,778
"1297",75.7,63.8,87.1,66.9,823
"1298",71.5,65.9,79,69.1,800
"1299",70.7,65.7,79,68,795
"1300",72.3,62.4,82,64.9,846
"1301",75.1,62.8,88,64.9,798
"1302",78.8,58.3,90,66,808
"1303",76.6,59.2,90,66.9,801
"1304",70.2,54.4,81,62.1,800
"1305",71.2,52.4,82,61,808
"1306",71.9,55.2,82.9,61,776
"1307",72.5,58.5,82.9,62.1,782
"1308",72.9,60.8,82,62.1,830
"1309",73.3,58.9,84.9,63,942
"1310",76.8,61.9,84.9,63,854
"1311",77.1,60,89.1,66.9,891
"1312",82,63.3,97,66.9,904
"1313",84.7,64.3,97,71.1,860
"1314",77.6,67,93.9,69.1,803
"1315",75.3,67.5,82.9,69.1,785
"1316",74,65,84.9,69.1,792
"1317",77.9,65,89.1,69.1,769
"1318",76.1,67.1,89.1,69.1,858
"1319",76.9,61.8,88,68,860
"1320",78.7,60.4,88,68,843
"1321",77.1,61.1,89.1,66,824
"1322",79.2,61.3,89.1,66,829
"1323",79.8,65.2,87.1,71.1,799
"1324",77.3,68,86,72,836
"1325",74.9,67.1,86,68,810
"1326",75.3,67.2,84.9,68,912
"1327",75.6,65.8,86,68,793
"1328",75.1,66.6,86,68,748
"1329",71.7,66,77,69.1,722
"1330",69.4,54.1,79,57.9,850
"1331",69.9,51.6,80.1,57.9,728
"1332",68.4,55.6,80.1,60.1,790
"1333",70.9,65.6,86,64,837
"1334",80.8,72.4,93,66,792
"1335",85.4,70.9,93,72,825
"1336",82.2,70.6,93,71.1,802
"1337",71.6,65.3,91,66,751
"1338",67.7,56.6,75.9,61,821
"1339",69.9,59,84.9,60.1,833
"1340",76.4,69.3,86,61,981
"1341",79.8,69.3,91,70,832
"1342",77.1,69.4,87.1,69.8,776
"1343",79.3,69.5,91.9,70,820
"1344",82.5,68.1,91.9,71.1,717
"1345",68.5,63,75,64,741
"1346",67.1,58.8,70,63,730
"1347",66.7,52.3,69.1,63,790
"1348",64.3,51.8,69.1,60.1,665
"1349",64.9,55.2,73.9,55.9,716
"1350",66.9,56.5,79,55.9,692
"1351",70.8,56.9,82,57,714
"1352",69,56.6,82,60.1,687
"1353",73.1,60.2,87.1,60.1,869
"1354",73.5,61.3,87.1,64,809
"1355",76.1,65.3,89.1,64,819
"1356",79,64.3,90,70,786
"1357",73.3,63.9,82,66.2,737
"1358",69.5,62.1,75.9,66,762
"1359",75.3,67.1,93,66,829
"1360",79,60.7,93,64,825
"1361",58.6,42.8,64,51.1,799
"1362",59.7,48.7,71.1,50,735
"1363",65,57.3,73.9,57,796
"1364",72.9,64.5,84,57,751
"1365",60.9,49.2,66.9,50,752
"1366",58.7,43.3,70,48,708
"1367",58.3,44.5,70,48,793
"1368",50.4,38.7,61,42.1,732
"1369",56.6,49.4,62.1,42.1,741
"1370",60.8,55.7,72,54,918
"1371",62.1,57.8,72,57,717
"1372",69.7,60.3,88,57.9,676
"1373",65.9,53.6,88,52,698
"1374",57.3,51.2,64,52,654
"1375",63.6,61,70,54,726
"1376",57.9,53.4,70,57,718
"1377",69.4,63.5,84.9,57,743
"1378",76.3,65.2,84.9,63,746
"1379",72.8,64.7,84.9,68,724
"1380",50.3,38.1,75.9,43,679
"1381",40.5,30.9,51.1,36,707
"1382",40.9,33.3,53.1,32,744
"1383",46.4,38.4,54,32,702
"1384",43.8,34.4,54,37,705
"1385",43.4,29.2,59,34,667
"1386",47.7,30.9,59,34,690
"1387",45,26.5,57.9,34,725
"1388",49.4,35.3,57.9,34,766
"1389",47.6,37,54,37.9,806
"1390",37.4,20.4,51.1,28,644
"1391",48,29.2,64,28.2,716
"1392",49.2,32,64,39,736
"1393",43.7,35.3,54,37,805
"1394",43.9,34.3,53.1,37,721
"1395",48.4,38.1,53.1,37,830
"1396",49.1,40.1,54,44.1,788
"1397",47.2,42.5,54,43,717
"1398",46.9,38.7,55.9,39.9,723
"1399",51.5,42.9,64,39.9,766
"1400",53.5,46,64,45,885
"1401",50.5,37.3,61,46,939
"1402",44.1,34.9,52,37,786
"1403",42.2,31.8,50,34,784
"1404",48,41.8,51.8,45,685
"1405",48.1,42.1,52,44.1,706
"1406",47.7,43.2,51.1,44.1,763
"1407",38.3,27.9,44.1,35.6,685
"1408",35.2,24.2,41,33.1,676
"1409",34.1,27,41,28.9,718
"1410",25,12.9,37,19.9,651
"1411",32.5,19.8,41,19.9,648
"1412",33,23.5,41,28,687
"1413",24.6,11.5,34,19,609
"1414",24.7,12.8,36,17.1,639
"1415",31,25.9,36,17.1,692
"1416",34.1,28.7,39.9,28.9,733
"1417",33.8,29.8,36,32,670
"1418",32.8,24.7,37,30,630
"1419",27.7,22.2,34,23,639
"1420",31.4,21.9,34,28.9,699
"1421",32.2,23.1,36,30,741
"1422",34.1,24.1,39.9,30.9,542
"1423",39.7,32.5,51.1,31.1,750
"1424",44.9,40.8,51.1,34,697
"1425",38.4,34,46.9,33.1,574
"1426",30.1,26.7,37,26.6,561
"1427",23.6,16.7,33.1,21,637
"1428",21.7,15.1,26.1,17.1,715
"1429",29.9,23.6,37.9,17.1,675
"1430",33.8,27.8,42.1,27,752
"1431",37.7,34.7,42.1,28.2,818
"1432",41.4,38.6,44.1,36,711
"1433",34.4,29.4,44.1,30.9,771
"1434",30.5,22.1,35.1,28.9,724
"1435",28.3,19.5,32,25,712
"1436",30.7,21.7,33.1,25,719
"1437",20.7,11.2,33.1,16,747
"1438",24.3,13.2,32,16,739
"1439",24.3,17,35.1,17.1,691
"1440",23.2,17.9,35.1,16,718
"1441",29.6,23.7,37.9,16,671
"1442",33.9,27.7,41,25,759
"1443",32.6,26.4,46,24.1,712
"1444",38.8,38.2,46,24.3,793
"1445",35.2,31.4,46,26.1,744
"1446",35.1,30.4,48,25,751
"1447",36.6,24.7,48.9,26.2,712
"1448",32.9,23.4,42.1,25,717
"1449",39.1,30.3,48.9,25.2,740
"1450",43.7,40.2,48.9,33.1,788
"1451",34.9,31.8,46,30.9,802
"1452",29.9,24.1,37.9,28,760
"1453",32.8,26.1,37.9,28,637
"1454",28.8,17.8,37.9,23,610
"1455",33.7,25.8,45,24.1,448
"1456",34.4,28.7,46.9,26.1,630
"1457",42,35.6,50,26.2,628
"1458",41.9,38.2,53.1,30,725
"1459",28.8,26.1,30.2,26.1,696
"1460",25.5,19.1,36,19,671
"1461",34.3,31.6,39,19.9,648
"1462",30.7,28.2,39,26.1,1075
"1463",27.6,24.5,34,26.1,655
"1464",29.2,22.9,37.9,24.1,752
"1465",37,28.1,48,24.3,769
"1466",38.9,32,52,31.1,792
"1467",37.9,31.7,52,30,664
"1468",43.6,38.7,53.6,37,676
"1469",41.4,35.4,53.1,36,701
"1470",23.2,11.6,45,19,631
"1471",17.9,8.7,25,14,686
"1472",23.4,17.4,30,14,784
"1473",30.2,23.8,32,17.1,673
"1474",29.7,24,32,26.1,573
"1475",25.4,20.4,30.9,23,635
"1476",25.5,21.8,28,23,696
"1477",31.2,24.9,34,24.1,700
"1478",30.3,24,35.1,28,653
"1479",29.7,23.5,35.1,27,668
"1480",26.4,23.3,30.9,21,521
"1481",11.9,2.8,28,6.1,493
"1482",9.4,0.2,17.1,3,556
"1483",18.7,8.7,32,3,626
"1484",29.5,27.9,34,12.9,662
